session_id,session_date,channel_grouping,source,medium,campaign,landing_page,device_category,pageviews,sessions,bounce,time_on_site_secs,converted,order_value_gbp,user_id,country,new_vs_returning 
sess_782262,2024-03-16,paid social,pinterest,social,NULL,/collections/spf,Desktop,13,1,0,248,0,,usr_95959,Ireland,
sess_824534,04/03/2024,paid_search,META,referral,DSA_AllProducts,/landing/new-in,,3,1,0,555,0,,usr_58486,,new
sess_856582,01-11-2024,,email,CPC,Awareness_Serum_Jan24,/landing/summer-sale,mobile,11,1,0,431,0,,usr_91462,United States,NEW
sess_795792,17-Jun-2024,EMAIL,META,referral,Generic_Skincare_Broad,/landing/new-in,mob,3,1,0,737,0,,usr_79115,GB,New
sess_942291,2024/06/29,PAID_SEARCH,bing,social,BRAND_Awareness_Q2,/collections/eye-care,Mobile,2,1,0,343,0,,usr_74894,Australia,NEW
sess_885844,2024-02-18,paid_social,pinterest,CPC,RLSA_CartAbandoners,collections/serums,,,1,0,495,0,,usr_25810,Ireland,
sess_781223,03-Aug-2024,EMAIL,META,email,DSA_AllProducts,NULL,tablet,4,1,0,-117,0,,usr_72354,UK,new
sess_372784,2024-04-15,direct,(direct),referral,LookAlike_SPF_Apr24,/products/retinol-night-cream,Desktop,9,1,0,523,0,,usr_95413,US,NEW
sess_702615,13-Mar-2024,paid social,unknown,CPC,Shopping_Serums,/products/vitamin-c-serum,desktop,13,1,0,524,0,,usr_79632,GB,returning
sess_210534,20-May-2024,PAID_SEARCH,google,CPC,DPA_AllProducts_Q4,/collections/serums,mobile,5,1,0,868,0,,usr_69454,US,returning
sess_987087,07-21-2024,paid_search,,,Awareness_Serum_Jan24,collections/serums,Mobile,6,1,0,783,0,,usr_65866,GB,
sess_124563,02/08/2024,organic_search,(direct),cpc,,/collections/eye-care,MOBILE,14,1,0,120,0,,usr_95110,Ireland,returning
sess_983140,01-26-2024,EMAIL,meta,(none),Competitor_KW_BMM,/products/vitamin-c-serum,Desktop,7,1,0,427,0,,usr_60756,,NEW
sess_172589,17-Mar-2024,PAID_SEARCH,META,,,/collections/spf,MOBILE,3,1,0,639,1,86.29,usr_34562,,New
sess_561661,03/02/2024,email,tiktok,organic,,collections/serums,desktop,15,1,0,352,0,,usr_33922,Australia,NEW
sess_972961,01/03/2024,,email,CPC,Competitor_KW_BMM,/landing/summer-sale,desktop,11,1,0,265,0,,,UK,New
sess_499724,10-24-2024,direct,google,,LookAlike_SPF_Apr24,/collections/moisturisers,tablet,13,1,0,,0,,usr_92047,GB,NEW
sess_122134,11-15-2024,direct,pinterest,none,Brand_KW_Exact,/landing/summer-sale,tablet,9,1,0,884,1,61.12,usr_16573,United Kingdom,NEW
sess_461380,2024/10/10,referral,tiktok,,Retargeting_Cart_Feb24,/collections/spf,MOBILE,3,1,0,-306,0,,usr_67043,GB,NEW
sess_590991,02/08/2024,paid_social,meta,cpc,Awareness_Serum_Jan24 ,collections/serums,Mobile,5,1,0,680,0,,usr_28995,AUS,returning
sess_443276,10-22-2024,direct,(direct),email,RLSA_CartAbandoners,/products/vitamin-c-serum,mob,5,1,0,890,0,,usr_98106,UK,NEW
sess_480111,2024/07/07,PAID_SEARCH,Google,email,Awareness_Serum_Jan24 ,/,Desktop,13,1,0,274,0,,usr_36806,AUS,returning
sess_558411,03-25-2024,referral,google,referral,retargeting_cart_feb24,/products/glow-cream,tablet,9,1,0,26,0,,usr_78362,GB,
sess_124429,07-Aug-2024,organic_search,bing,email,Awareness_Serum_Jan24 ,collections/serums,desktop,15,1,0,790,0,,,Ireland,Returning
sess_571059,13-Jan-2024,PAID_SEARCH,pinterest,,Generic_Skincare_Broad,/,Mobile,13,1,0,240,0,,,United Kingdom,
sess_448935,07/05/2024,,email,none,,/,Mobile,9,1,0,208,0,,usr_45367,Ireland,
sess_502075,20-Mar-2024,direct,tiktok,none,,/products/vitamin-c-serum,MOBILE,3,1,0,,0,,usr_95484,US,New
sess_789987,27-Sep-2024,organic_search,tiktok,CPC,LookAlike_SPF_Apr24,/collections/moisturisers,Mobile,4,1,0,551,1,32.86,usr_64416,Ireland,
sess_743302,2024-06-02,,META,,,/products/vitamin-c-serum,mobile,2,1,0,163,0,,usr_36782,United Kingdom,returning
sess_632250,28-Nov-2024,paid_social,email,(none),Competitor_KW_BMM,/landing/new-in,Mobile,6,1,0,591,0,,usr_99646,United Kingdom,Returning
sess_411467,23-Dec-2024,paid social,(direct),,,/products/vitamin-c-serum,,4,1,0,67,0,,,GB,new
sess_562175,2024-06-07,PAID_SEARCH,google,social,DSA_AllProducts,/landing/new-in,desktop,7,1,0,27,0,,,,new
sess_460783,,referral,,organic,Generic_Skincare_Broad,collections/serums,Mobile,14,1,0,484,0,,usr_81200,UK,returning
sess_285206,2024-01-16,direct,pinterest,social,Retargeting_Cart_Feb24,/landing/summer-sale,,14,1,0,599,0,,usr_16365,,
sess_314640,19/12/2024,Organic_Search,,referral,LookAlike_SPF_Apr24,/collections/serums,mob,11,1,0,379,0,,usr_23172,,returning
sess_157787,2024/10/27,,pinterest,social,Conversion_NightCream_Q3,/collections/moisturisers,mob,14,1,0,866,1,49.56,usr_12547,United Kingdom,new
sess_248491,12-15-2024,Organic_Search,google,referral,NULL,/collections/spf,Desktop,7,1,0,519,0,,,UK,
sess_323985,2024/03/27,paid social,google,cpc,LookAlike_SPF_Apr24,collections/serums,,1,1,1,,0,,usr_85808,Australia,returning
sess_471530,2024/01/11,,email,none,Shopping_Serums,NULL,,5,1,0,430,0,,usr_10458,,New
sess_968645,04-26-2024,paid_social,Google,(none),,NULL,mob,7,1,0,821,0,,,United Kingdom,
sess_419826,08-28-2024,email,,cpc,retargeting_cart_feb24,/collections/serums,desktop,4,1,0,342,0,,usr_15400,United States,returning
sess_615882,31/01/2024,,email,organic,retargeting_cart_feb24,,mob,13,1,0,,0,,,Australia,returning
sess_468045,2024/10/08,Organic_Search,,,Shopping_Moisturisers,/collections/eye-care,MOBILE,5,1,0,587,0,,usr_60170,US,returning
sess_586053,2024-10-11,,(direct),email,Awareness_Serum_Jan24,/products/retinol-night-cream,MOBILE,14,1,0,384,1,44.67,usr_42883,GB,new
sess_358070,2024-04-05,EMAIL,,CPC,BRAND_Awareness_Q2,collections/serums,mobile,-15,1,0,708,0,,usr_66762,United Kingdom,NEW
sess_155660,2024/04/26,paid_social,meta,organic,,/landing/summer-sale,,9,1,0,559,0,,usr_50178,,returning
sess_222009,06-07-2024,referral,pinterest,(none),Shopping_Moisturisers,/,tablet,4,1,0,542,0,,usr_39931,United Kingdom,
sess_698710,2024-12-07,direct,email,cpc,Brand_KW_Exact,NULL,,1,1,1,,0,,usr_92977,United Kingdom,
sess_711333,22/02/2024,PAID_SEARCH,unknown,social,Prospecting_Glow_Mar24,/products/vitamin-c-serum,Desktop,8,1,0,,0,,usr_98337,UK,
sess_534167,,email,META,social,UGC_Serum_Test,NULL,mob,2,1,0,131,0,,,UK,NEW
sess_721232,03-31-2024,email,google,,DSA_AllProducts,,mob,,1,0,432,1,73.63,usr_98843,US,NEW
sess_139580,09-Dec-2024,paid_search,(direct),cpc,Shopping_Serums,collections/serums,Mobile,3,1,0,308,0,,,AUS,Returning
sess_311206,23/09/2024,direct,unknown,referral,DPA_AllProducts_Q4,/,MOBILE,12,1,0,-27,0,,usr_72267,GB,
sess_208281,12/10/2024,organic_search,meta,(none),Retargeting_Cart_Feb24,/collections/moisturisers,desktop,2,1,0,392,0,,,,NEW
sess_595008,22-Mar-2024,PAID_SEARCH,tiktok,social,Brand_KW_Exact ,/collections/eye-care,Mobile,7,1,0,727,1,52.53,usr_34095,,returning
sess_362068,30/10/2024,organic_search,unknown,,Generic_Skincare_Broad,/products/spf50-drops,tablet,6,1,0,270,0,,usr_75312,UK,new
sess_139224,13-Feb-2024,paid_search,,,Competitor_KW_BMM,/landing/new-in,mob,5,1,0,740,0,,usr_94743,Australia,returning
sess_941990,03-07-2024,,email,cpc,,/products/vitamin-c-serum,Desktop,13,1,0,482,0,,usr_41940,AUS,new
sess_189781,2024/09/16,paid_social,(direct),,Prospecting_Glow_Mar24,/collections/eye-care,Mobile,5,1,0,382,0,,usr_31783,Australia,Returning
sess_440152,2024/01/03,paid_social,,organic,,/collections/serums,,3,1,0,379,0,,,,
sess_418788,2024/04/19,Organic_Search,,none,LookAlike_SPF_Apr24,/products/retinol-night-cream,mobile,8,1,0,281,0,,usr_37129,United States,Returning
sess_418757,17-Jan-2024,referral,bing,referral,BRAND_Awareness_Q2,/landing/new-in,mobile,3,1,0,712,0,,usr_10417,Australia,new
sess_602105,2024-04-17,Organic_Search,meta,organic,BRAND_Awareness_Q2,/landing/summer-sale,mobile,9,1,0,754,0,,usr_59089,AUS,New
sess_407601,19-Apr-2024,referral,bing,cpc,BRAND_Awareness_Q2,/products/hyaluronic-acid,mob,4,1,0,797,0,,usr_92529,Australia,returning
sess_673293,2024/12/26,organic_search,(direct),social,Conversion_NightCream_Q3,/landing/new-in,mob,13,1,0,895,0,,usr_83892,AUS,Returning
sess_878477,06/11/2024,paid_search,(direct),CPC,Generic_Skincare_Broad,/products/retinol-night-cream,mobile,4,1,0,42,0,,usr_83009,United States,
sess_539455,06-27-2024,paid_search,Google,none,brand_kw_exact,/products/retinol-night-cream,Mobile,8,1,0,559,1,87.46,usr_38589,Australia,new
sess_710922,01/03/2024,paid social,(direct),social,NULL,/products/spf50-drops,,13,1,0,,0,,usr_98485,AUS,NEW
sess_982040,2024/09/16,paid_search,(direct),social,Retargeting_Cart_Feb24,,mobile,10,1,0,617,0,,usr_46547,United Kingdom,new
sess_460279,2024/03/18,PAID_SEARCH,google,organic,Conversion_NightCream_Q3,,mobile,8,1,0,594,0,,usr_14061,Australia,NEW
sess_220743,,PAID_SEARCH,meta,social,brand_kw_exact,/collections/spf,,15,1,0,39,0,,usr_72671,US,returning
sess_196459,2024/09/02,Organic_Search,email,,Shopping_Serums,/collections/serums,tablet,13,1,0,513,0,,usr_90605,,new
sess_484059,21/05/2024,direct,unknown,organic,Brand_KW_Exact ,/products/hyaluronic-acid,mobile,10,1,0,518,0,,usr_90706,US,Returning
sess_124712,12-11-2024,Organic_Search,,,Prospecting_Glow_Mar24,,desktop,10,1,0,186,0,,usr_11911,UK,
sess_638998,19/12/2024,PAID_SEARCH,,social,Conversion_NightCream_Q3,/collections/spf,Desktop,,1,0,731,0,,usr_82274,Ireland,returning
sess_966422,2024-12-08,organic_search,META,(none),Generic_Skincare_Broad,/products/spf50-drops,tablet,3,1,0,609,0,,usr_57448,UK,
sess_331086,2024-10-04,EMAIL,META,,LookAlike_SPF_Apr24,/collections/eye-care,mob,5,1,0,775,0,,usr_44360,Ireland,returning
sess_658837,08/12/2024,paid social,Google,organic,,/collections/serums,Desktop,14,1,0,452,0,,usr_12419,,Returning
sess_154306,2024-06-26,,pinterest,CPC,Generic_Skincare_Broad,/landing/summer-sale,Mobile,11,1,0,342,0,,usr_45765,United States,NEW
sess_384651,06/03/2024,paid_search,google,,Awareness_Serum_Jan24,/collections/spf,mobile,9,1,0,36,1,77.61,usr_34403,GB,
sess_446895,14/12/2024,paid social,Google,CPC,Generic_Skincare_Broad,/collections/moisturisers,Mobile,6,1,0,807,0,,,Ireland,NEW
sess_470660,,EMAIL,tiktok,,Generic_Skincare_Broad,/collections/serums,desktop,9,1,0,470,0,,usr_92727,,
sess_118586,18-Aug-2024,organic_search,tiktok,,RLSA_CartAbandoners,/landing/new-in,mob,13,1,0,319,0,,,AUS,
sess_147862,2024-05-09,,(direct),referral,DSA_AllProducts,/products/hyaluronic-acid,Desktop,7,1,0,832,0,,,AUS,New
sess_184626,04/10/2024,EMAIL,unknown,none,Brand_KW_Exact ,/products/hyaluronic-acid,desktop,11,1,0,-659,1,23.91,usr_18687,AUS,Returning
sess_564485,23/06/2024,organic_search,meta,organic,RLSA_CartAbandoners,/products/vitamin-c-serum,mobile,7,1,0,395,1,43.29,usr_59486,US,New
sess_125376,05-31-2024,Organic_Search,(direct),(none),,/products/spf50-drops,,3,1,0,589,0,,usr_79253,GB,New
sess_141266,2024/01/31,organic_search,unknown,cpc,,/landing/summer-sale,MOBILE,8,1,0,184,0,,usr_57796,United Kingdom,
sess_758958,2024/08/24,paid_search,google,social,DSA_AllProducts,/landing/new-in,MOBILE,14,1,0,765,0,,usr_10584,United States,
sess_741591,10-05-2024,direct,email,none,,/products/spf50-drops,tablet,3,1,0,46,1,33.7,,Ireland,New
sess_283792,07-17-2024,paid social,unknown,cpc,,/products/spf50-drops,desktop,4,1,0,721,0,,usr_49660,United States,new
sess_916675,2024-08-25,EMAIL,meta,(none),Competitor_KW_BMM,,desktop,15,1,0,515,0,,usr_95649,,New
sess_660077,29/07/2024,referral,(direct),CPC,Generic_Skincare_Broad,/products/hyaluronic-acid,mob,9,1,0,680,0,,usr_84664,AUS,Returning
sess_700353,10/07/2024,,google,cpc,NULL,/collections/serums,desktop,2,1,0,417,0,,usr_89943,United States,New
sess_611352,2024/09/08,referral,unknown,social,RLSA_CartAbandoners,/products/vitamin-c-serum,mobile,3,1,0,364,0,,usr_21414,Australia,
sess_302388,14/01/2024,direct,email,CPC,Retargeting_Cart_Feb24,,,15,1,0,609,0,,usr_42614,GB,
sess_838021,,Organic_Search,(direct),social,RLSA_CartAbandoners,/products/glow-cream,mobile,8,1,0,416,0,,,GB,
sess_427333,27/06/2024,referral,tiktok,,Brand_KW_Exact,/collections/moisturisers,Desktop,5,1,0,558,0,,usr_43070,AUS,
sess_906519,2024/03/07,paid_social,bing,organic,,/collections/eye-care,mob,5,1,0,430,0,,,United Kingdom,returning
sess_448678,2024/12/29,,tiktok,cpc,,/collections/spf,tablet,9,1,0,64,0,,usr_43570,US,NEW
sess_505695,01-08-2024,direct,(direct),,LookAlike_SPF_Apr24,collections/serums,Mobile,11,1,0,213,0,,usr_92490,,Returning
sess_428605,23-Sep-2024,PAID_SEARCH,bing,,BRAND_Awareness_Q2,,desktop,5,1,0,308,1,28.1,,,NEW
sess_267745,03-26-2024,paid social,google,social,DPA_AllProducts_Q4,NULL,mob,10,1,0,670,0,,usr_32098,Australia,Returning
sess_145873,2024/01/07,,,CPC,Generic_Skincare_Broad,/landing/new-in,,9,1,0,28,0,,usr_92196,,New
sess_668740,02-Feb-2024,Organic_Search,pinterest,CPC,NULL,/,mobile,15,1,0,801,0,,usr_26631,GB,Returning
sess_828272,31/10/2024,direct,pinterest,,Brand_KW_Exact ,/collections/spf,desktop,5,1,0,889,0,,usr_40107,Ireland,NEW
sess_577667,2024-03-17,Organic_Search,,CPC,Shopping_Serums,,tablet,15,1,0,547,0,,usr_88833,United Kingdom,
sess_739339,2024/06/01,paid social,meta,referral,Prospecting_Glow_Mar24,/landing/new-in,desktop,2,1,0,458,0,,usr_77644,AUS,
sess_146254,2024/10/22,organic_search,Google,cpc,Shopping_Serums,/collections/serums,mobile,14,1,0,198,0,,usr_37567,Ireland,
sess_746874,2024-03-06,paid social,,cpc,,/products/vitamin-c-serum,Mobile,6,1,0,372,0,,usr_48456,US,
sess_241997,06-25-2024,Organic_Search,bing,(none),retargeting_cart_feb24,/landing/new-in,Desktop,2,1,0,605,0,,usr_17125,,returning
sess_662663,2024-11-04,organic_search,pinterest,(none),,,Desktop,1,1,1,,0,,usr_30563,Ireland,NEW
sess_460966,2024/08/21,PAID_SEARCH,Google,CPC,,/landing/new-in,MOBILE,4,1,0,239,0,,usr_65862,US,NEW
sess_275955,12-02-2024,referral,unknown,social,Generic_Skincare_Broad,/collections/spf,Desktop,7,1,0,337,0,,,UK,new
sess_444919,2024-12-07,paid social,pinterest,social,Generic_Skincare_Broad,/collections/spf,mob,12,1,0,414,1,79.54,usr_35028,GB,NEW
sess_582622,24-Aug-2024,direct,email,referral,Awareness_Serum_Jan24,/landing/new-in,tablet,12,1,0,-109,0,,usr_64476,US,NEW
sess_766753,2024-06-05,Organic_Search,meta,,Generic_Skincare_Broad,/,mobile,13,1,0,511,0,,usr_64297,GB,
sess_691800,19-Jan-2024,organic_search,Google,email,Shopping_Serums,/products/glow-cream,mob,11,1,0,,0,,usr_85133,UK,returning
sess_338182,01-18-2024,EMAIL,meta,social,DPA_AllProducts_Q4,/,tablet,8,1,0,550,0,,usr_33740,Ireland,New
sess_903058,2024/07/15,paid_social,pinterest,(none),Awareness_Serum_Jan24 ,/landing/summer-sale,mobile,3,1,0,850,0,,,AUS,new
sess_317713,23/05/2024,email,pinterest,none,Shopping_Moisturisers,/collections/eye-care,mobile,11,1,0,,0,,usr_21552,United States,New
sess_781176,2024/04/11,referral,google,email,Conversion_NightCream_Q3,/collections/eye-care,tablet,11,1,0,410,0,,usr_57211,United States,returning
sess_221555,25-Apr-2024,referral,tiktok,cpc,Retargeting_Cart_Feb24,/products/spf50-drops,Mobile,10,1,0,,0,,usr_41439,,Returning
sess_320091,11-09-2024,referral,email,social,Awareness_Serum_Jan24,/,MOBILE,,1,0,816,0,,usr_98315,US,
sess_577081,06-10-2024,paid social,,cpc,,/products/spf50-drops,,1,1,1,,0,,usr_31470,US,new
sess_164234,2024-07-23,email,email,organic,Prospecting_Glow_Mar24,/,mobile,4,1,0,726,1,61.82,usr_30672,UK,
sess_766910,2024-05-27,paid_social,tiktok,,LookAlike_SPF_Apr24,/landing/summer-sale,tablet,15,1,0,357,0,,usr_40906,AUS,
sess_451955,27/04/2024,EMAIL,META,(none),,collections/serums,,13,1,0,185,0,,usr_19059,United Kingdom,New
sess_141673,2024-11-01,paid_social,email,CPC,NULL,/products/vitamin-c-serum,Mobile,1,1,1,,0,,usr_88409,AUS,returning
sess_861561,03/04/2024,paid social,email,organic,,/products/hyaluronic-acid,mobile,12,1,0,327,1,62.08,usr_15553,UK,new
sess_426630,2024-06-22,paid social,unknown,social,,/collections/serums,tablet,15,1,0,184,0,,usr_94242,US,Returning
sess_679670,2024/04/29,organic_search,google,referral,DSA_AllProducts,/collections/spf,tablet,4,1,0,752,0,,usr_33842,,
sess_541839,05-Feb-2024,,tiktok,organic,Conversion_NightCream_Q3,/collections/eye-care,mob,9,1,0,466,0,,usr_27875,GB,
sess_281102,2024-06-19,paid_search,google,CPC,Competitor_KW_BMM,/products/glow-cream,tablet,14,1,0,153,0,,usr_94522,US,
sess_521838,06-03-2024,email,,CPC,NULL,/products/hyaluronic-acid,desktop,8,1,0,56,0,,usr_97261,United States,new
sess_982775,2024-12-30,EMAIL,bing,organic,retargeting_cart_feb24,/collections/spf,MOBILE,5,1,0,214,1,86.93,usr_95265,Australia,Returning
sess_757724,,paid social,google,cpc,UGC_Serum_Test,/products/glow-cream,mobile,1,1,1,,0,,,,
sess_120706,14/01/2024,email,(direct),email,UGC_Serum_Test,,MOBILE,5,1,0,282,0,,,United Kingdom,new
sess_316996,,paid_search,META,,Brand_KW_Exact,collections/serums,mob,1,1,1,,0,,usr_39877,UK,New
sess_226291,2024/05/16,Organic_Search,bing,organic,Competitor_KW_BMM,/,desktop,12,1,0,154,0,,,Australia,returning
sess_110923,2024-11-19,PAID_SEARCH,meta,cpc,,/landing/new-in,Desktop,5,1,0,734,0,,usr_12621,Australia,New
sess_549329,2024-12-11,EMAIL,,organic,Shopping_Moisturisers,collections/serums,Desktop,10,1,0,151,0,,usr_99523,GB,NEW
sess_841649,02-26-2024,paid_search,,referral,NULL,/collections/moisturisers,mob,13,1,0,621,0,,usr_94511,United States,
sess_724130,20/07/2024,EMAIL,tiktok,(none),DPA_AllProducts_Q4,/,,14,1,0,467,0,,usr_69705,,New
sess_241298,2024-05-08,email,meta,(none),Retargeting_Cart_Feb24,/collections/eye-care,MOBILE,1,1,1,,0,,,AUS,Returning
sess_441198,29-Feb-2024,EMAIL,meta,cpc,Awareness_Serum_Jan24,,tablet,11,1,0,163,0,,usr_61259,United States,New
sess_537696,27-Apr-2024,Organic_Search,Google,CPC,RLSA_CartAbandoners,/collections/eye-care,mobile,15,1,0,843,0,,usr_64537,GB,
sess_898630,2024-09-15,EMAIL,(direct),email,Competitor_KW_BMM,/collections/serums,tablet,14,1,0,56,0,,usr_15545,UK,
sess_878017,2024-06-07,PAID_SEARCH,,organic,,/landing/summer-sale,mobile,10,1,0,569,0,,usr_46579,AUS,Returning
sess_210326,2024-06-19,paid social,META,social,Retargeting_Cart_Feb24,/landing/summer-sale,MOBILE,14,1,0,476,0,,usr_58132,Ireland,new
sess_793520,23-Dec-2024,paid social,google,,Awareness_Serum_Jan24,/collections/moisturisers,mobile,8,1,0,311,0,,usr_22692,,
sess_704821,2024-08-25,,pinterest,referral,Retargeting_Cart_Feb24,collections/serums,MOBILE,6,1,0,520,0,,usr_26402,AUS,returning
sess_209738,10/01/2024,paid social,pinterest,CPC,Prospecting_Glow_Mar24,/products/retinol-night-cream,MOBILE,6,1,0,295,0,,usr_38471,AUS,new
sess_735950,02-02-2024,direct,email,(none),Brand_KW_Exact,/collections/eye-care,mobile,9,1,0,63,0,,usr_71321,AUS,Returning
sess_850074,2024/04/21,referral,email,organic,retargeting_cart_feb24,NULL,MOBILE,11,1,0,281,1,47.12,usr_59557,Australia,NEW
sess_567433,2024/09/14,email,bing,cpc,UGC_Serum_Test,/collections/eye-care,Mobile,11,1,0,183,0,,usr_36016,Australia,returning
sess_123764,09-24-2024,email,META,social,NULL,,mobile,2,1,0,283,0,,,US,
sess_545466,01-12-2024,referral,,referral,,/collections/moisturisers,,2,1,0,387,0,,,,new
sess_985165,2024-03-09,,google,none,,/collections/serums,Mobile,1,1,1,,0,,usr_93497,Australia,
sess_574313,2024-04-16,Organic_Search,tiktok,none,Prospecting_Glow_Mar24,/landing/new-in,tablet,4,1,0,418,0,,usr_49548,UK,Returning
sess_814279,2024-07-04,paid_search,(direct),none,NULL,NULL,tablet,12,1,0,527,0,,usr_98717,Australia,returning
sess_756273,2024-10-12,direct,email,cpc,Shopping_Serums,/products/hyaluronic-acid,mob,8,1,0,509,1,40.89,usr_97507,Ireland,returning
sess_364055,2024/06/23,email,bing,CPC,Generic_Skincare_Broad,/products/hyaluronic-acid,mobile,11,1,0,864,0,,usr_43690,AUS,new
sess_843129,23-Dec-2024,Organic_Search,,(none),Conversion_NightCream_Q3,/collections/spf,tablet,4,1,0,644,0,,usr_56292,,
sess_916043,2024/05/16,referral,tiktok,cpc,,,mobile,4,1,0,45,0,,usr_92291,,New
sess_573305,2024-07-24,paid_search,META,(none),Shopping_Serums,,MOBILE,4,1,0,880,0,,usr_72090,United States,
sess_166119,2024/05/29,paid_search,pinterest,organic,UGC_Serum_Test,/collections/eye-care,MOBILE,1,1,1,,0,,usr_19961,GB,NEW
sess_760598,02-Apr-2024,paid_search,Google,referral,Shopping_Moisturisers,/products/retinol-night-cream,,3,1,0,283,0,,usr_51346,,New
sess_298294,29-May-2024,paid_search,bing,,retargeting_cart_feb24,/landing/new-in,mob,13,1,0,91,0,,usr_10252,United Kingdom,returning
sess_799891,11-06-2024,email,email,referral,,NULL,mob,4,1,0,866,0,,usr_32915,UK,Returning
sess_414478,2024/12/23,PAID_SEARCH,email,,Competitor_KW_BMM,/,Mobile,7,1,0,481,1,77.09,usr_58614,United States,returning
sess_640663,12-17-2024,direct,META,cpc,BRAND_Awareness_Q2,collections/serums,,13,1,0,255,0,,usr_59415,United Kingdom,NEW
sess_745912,08/11/2024,,unknown,none,DSA_AllProducts,/products/hyaluronic-acid,Mobile,14,1,0,163,0,,usr_28140,United States,
sess_629824,2024-04-08,,unknown,CPC,DSA_AllProducts,/products/vitamin-c-serum,mobile,10,1,0,794,0,,,,new
sess_830840,05-18-2024,email,,CPC,BRAND_Awareness_Q2,/,desktop,14,1,0,450,0,,usr_91192,GB,
sess_871129,2024-02-25,email,meta,none,,/collections/serums,mob,10,1,0,408,0,,,United Kingdom,New
sess_645095,2024-01-07,EMAIL,email,CPC,BRAND_Awareness_Q2,,Mobile,,1,0,794,0,,usr_86466,UK,new
sess_761345,2024/01/15,paid social,META,,UGC_Serum_Test,/landing/summer-sale,MOBILE,6,1,0,245,0,,usr_56697,UK,NEW
sess_270900,24-May-2024,,(direct),social,Shopping_Moisturisers,/collections/serums,desktop,1,1,1,,0,,usr_67751,Ireland,NEW
sess_448409,2024/12/12,direct,,,RLSA_CartAbandoners,/products/hyaluronic-acid,mob,9,1,0,890,0,,,,returning
sess_888029,2024/02/12,referral,google,,Shopping_Serums,/collections/moisturisers,mobile,3,1,0,72,0,,,United Kingdom,NEW
sess_844926,2024-12-29,paid_social,unknown,,NULL,/collections/eye-care,mob,7,1,0,96,1,46.17,,US,Returning
sess_851312,20/12/2024,paid_search,,(none),LookAlike_SPF_Apr24,,Mobile,13,1,0,771,1,110.96,usr_27763,Australia,Returning
sess_957530,,paid_search,email,cpc,Generic_Skincare_Broad,/products/spf50-drops,mob,12,1,0,597,0,,usr_42209,,Returning
sess_422364,,PAID_SEARCH,,CPC,RLSA_CartAbandoners,NULL,mobile,-5,1,0,266,0,,usr_45432,UK,Returning
sess_447454,2024-08-16,organic_search,bing,CPC,Shopping_Moisturisers,NULL,desktop,8,1,0,203,0,,usr_87719,Ireland,returning
sess_757372,11-Jun-2024,,,,Awareness_Serum_Jan24 ,/collections/eye-care,tablet,3,1,0,161,0,,usr_41977,GB,
sess_614474,21/09/2024,referral,email,email,Prospecting_Glow_Mar24,/collections/serums,Mobile,13,1,0,133,0,,,United States,returning
sess_809847,15-Jan-2024,organic_search,tiktok,referral,Brand_KW_Exact,/collections/eye-care,,14,1,0,400,0,,usr_67152,US,Returning
sess_995534,17-Aug-2024,email,pinterest,cpc,LookAlike_SPF_Apr24,/products/glow-cream,mobile,12,1,0,464,0,,,UK,returning
sess_108613,24/05/2024,email,meta,social,Competitor_KW_BMM,/products/vitamin-c-serum,MOBILE,3,1,0,151,0,,usr_50291,Australia,New
sess_217446,05-Nov-2024,paid_social,google,(none),Brand_KW_Exact ,,mobile,9,1,0,846,1,29.21,usr_49627,,new
sess_876751,2024-10-24,paid social,bing,(none),Prospecting_Glow_Mar24,NULL,Desktop,14,1,0,231,0,,usr_73877,,Returning
sess_342282,14-Aug-2024,PAID_SEARCH,META,none,retargeting_cart_feb24,/,Mobile,10,1,0,865,0,,usr_64738,,new
sess_585294,2024-04-30,referral,bing,organic,,collections/serums,mob,12,1,0,268,0,,usr_13918,United Kingdom,returning
sess_972859,06-07-2024,paid_search,tiktok,email,retargeting_cart_feb24,/landing/new-in,,11,1,0,675,1,20.01,usr_92113,UK,new
sess_472472,08/08/2024,PAID_SEARCH,META,,,,Desktop,6,1,0,179,0,,usr_59281,United Kingdom,
sess_392126,2024-09-19,EMAIL,tiktok,CPC,brand_kw_exact,/products/hyaluronic-acid,mobile,8,1,0,449,0,,usr_84491,UK,new
sess_645088,2024-05-09,organic_search,unknown,,DSA_AllProducts,/collections/serums,MOBILE,5,1,0,705,0,,,AUS,NEW
sess_718912,01/04/2024,direct,,cpc,BRAND_Awareness_Q2,/collections/eye-care,,15,1,0,610,0,,usr_43265,Ireland,NEW
sess_519654,06-Sep-2024,,Google,,,/products/vitamin-c-serum,,15,1,0,320,1,67.59,usr_79419,GB,returning
sess_146384,2024/05/18,,META,cpc,LookAlike_SPF_Apr24,/,desktop,5,1,0,834,0,,,United States,NEW
sess_158396,03-08-2024,PAID_SEARCH,meta,none,Brand_KW_Exact ,/collections/spf,desktop,2,1,0,324,0,,usr_36005,United Kingdom,
sess_134479,18/06/2024,email,tiktok,referral,DPA_AllProducts_Q4,collections/serums,Desktop,1,1,1,,0,,,United Kingdom,new
sess_867608,2024-04-30,paid_social,tiktok,email,Shopping_Moisturisers,/products/retinol-night-cream,tablet,3,1,0,210,1,29.77,usr_81602,,returning
sess_509219,02-14-2024,paid social,META,social,Awareness_Serum_Jan24,/landing/new-in,Desktop,8,1,0,434,0,,usr_35494,United States,
