report_date,account_id,account_name,campaign_name,campaign_objective,adset_name,ad_name,placement,impressions,reach,clicks,spend_gbp,ctr_pct,cpc_gbp,conversions,conversion_value_gbp,roas,frequency,currency 
2024-07-09,act_1743491,Luminae Beauty Ltd,UGC_Serum_Test,BRAND_AWARENESS,,Ad_Video_Glow,Audience Network,7722,4976,184,404.69,2.38,2.2,8,157.9,0.39,1.55$,GBP 
2024-03-27,act_2486310,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_Video_Glow,,12563,8287,415,328.52,3.3,0.79,31,1560.51,4.75,1.52,gbp
03-Mar-2024,act_3514725,Luminae Beauty Ltd,Retargeting_Cart_Feb24,,AdSet_25-34F,Ad_Video_Glow,,35142,28322,1596,420.9,4.54,0.26,133,8319.34,19.77,1.24,
2024-02-03,act_4550837,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_lookalike_purchasers,Ad_Video_Glow,,3153,2163,86,237.82,2.73,2.77,6,346.82,1.46,1.46,GBP
04-23-2024,act_5782705,Luminae Beauty Ltd,NULL,CONVERSIONS,AdSet_35-44F,Ad_UGC_2,REELS,2715,2108,-67,312.63,2.47,4.67,2,138.43,0.44,1.29,GBP
02-Oct-2024,act_7540549,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_retarget_visitors,Ad_Carousel_Serum,Audience Network,24831,15524,706,428.33,2.84,0.61,15,732.31,1.71,1.6,
08-Feb-2024,act_6184149,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_35-44F,Ad_Carousel_Serum,feed,21796,16112,1029,478.58,4.72,0.47,52,3810.32,7.96,1.35,gbp
10-16-2024,act_3296152,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,,Ad_UGC_2,feed,25043,16182,1005,342.31,4.01,0.34,40,2418.59,7.07,1.55,gbp
2024-05-09,act_2218993,Luminae Beauty Ltd,UGC_Serum_Test,,,Ad_UGC_2,feed,8584,6405,288,391.39,3.36,1.36,27,,2.63,1.34,GBP
16/06/2024,act_9562842,,BRAND_Awareness_Q2,CONVERSIONS,AdSet_lookalike_purchasers,Ad_UGC_2,,13905,12948,213,276.75,1.53,1.3,1,,0.2,1.07,GBP
,act_4075944,,Awareness_Serum_Jan24,TRAFFIC,AdSet_18-24F,Ad_Video_Glow,stories,9064,7004,243,380.38,2.68,1.57,11,,1.98,1.29,
04-09-2024,act_5548320,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,AdSet_25-34F,Ad_Carousel_Serum,Audience Network,24426,18756,-520,276.11,2.13,0.53,7,345.33,1.25,1.3,GBP
08-26-2024,act_2057649,Luminae Beauty Ltd,Retargeting_Cart_Feb24,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,REELS,44639,,1597,303.32,3.58,0.19,102,5104.46$,16.83,1.06,GBP
09-Mar-2024,act_2125969,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_35-44F,Ad_UGC_2,REELS,-24839,22459,28,88.29,0.11,3.15,,,1.86,1.11,
15-Jul-2024,act_6906507,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_25-34F,Ad_UGC_2,Reels,47417,39760,1762,,3.72,,198,12254.65,54.67,1.19,gbp
30-Jun-2024,act_4976636,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_25-34F,Ad_Static_SPF,feed,35978,25182,1124,201.11,3.12,0.18,57,1388.32,6.9,1.43,GBP
2024/05/19,act_5005279,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,AdSet_18-24F,Ad_Video_Glow,REELS,40661,34027,511,45.45,1.26,0.09,1,47.74,,1.19,GBP
19/02/2024,act_4907518,Luminae Beauty Ltd,,Traffic,AdSet_retarget_visitors,Ad_Carousel_Serum,Reels,4861,4514,114,74.22,2.35,0.65,8,419.53,5.65,1.08,GBP 
02-Jun-2024,act_6618914,Luminae Beauty Ltd,Prospecting_Glow_Mar24,conversions,AdSet_lookalike_purchasers,Ad_UGC_2,feed,13310,,470,387.81%,3.53$,0.83,5,,0.58,1.08,gbp
2024/01/28,act_4857201,Luminae Beauty Ltd,,,AdSet_18-24F,Ad_Static_SPF,Stories,16687,14508,723,358.22,4.33,0.5,73,5221.51,14.58,1.15,
11-16-2024,act_3159694,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_35-44F,Ad_UGC_2,Reels,15022,,430,151.43,2.86,0.35,11,349.52,2.31,1.53,GBP
26/09/2024,act_6584782,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_lookalike_purchasers,Ad_UGC_1,stories,13245,11015,445,12.59,3.36,0.03,51,3457.2,,1.2,gbp
2024/09/21,act_4201165,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_lookalike_purchasers,Ad_Carousel_Serum,stories,13831,8984,529,252.5,3.82,0.48,61,2960.52,11.72,1.54,GBP
11-Nov-2024,act_6618004,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_25-34F,Ad_Carousel_Serum,Reels,15585,12707,106,422.29,0.68,3.98,2,50.01,,1.23,GBP 
2024/05/09,act_2023370,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_2,Audience Network,46394,45679,1014,179.25,,,107,8645.71,48.23,1.02,GBP
2024-04-25,act_5882652,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,Traffic,AdSet_18-24F,Ad_UGC_1,,27571,26327,178,40.45,0.65$,0.23,17,1355.65%,33.51,1.05,
2024/10/13,act_9639810,Luminae Beauty Ltd,Conversion_NightCream_Q3,CONVERSIONS,AdSet_18-24F,Ad_Video_Glow,Reels,29539,26244,767,169.3,2.6,0.22,42,,13.66,1.13,GBP 
05-24-2024,act_2713788,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_retarget_visitors,Ad_UGC_1,,43317,33990,785,53.63,1.81,0.07,36,1824.5,34.02,1.27,GBP
06-23-2024,act_2241592,Luminae Beauty Ltd,Retargeting_Cart_Feb24,conversions,AdSet_25-34F,Ad_UGC_2,Feed,5301,3434,106,109.65,2.0,,0,0.0,,,GBP 
04-20-2024,act_2009803,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,AdSet_35-44F,Ad_UGC_2,Feed,5934,5838,257,144.77,4.33,0.56,23,1423.34,9.83,1.02$,GBP 
05/09/2024,act_1056129,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_18-24F,Ad_UGC_2,stories,14738,10730,497,160.87,3.37,0.32,25,1351.23,8.4,1.37,
01-15-2024,act_2629667,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_25-34F,Ad_Carousel_Serum,Reels,-41450,30040,17,24.25,0.04,1.43,2,62.57,2.58,1.38,gbp
2024/02/23,act_3049973,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_25-34F,Ad_Static_SPF,Audience Network,10855,10388,168,307.82,1.55,1.83,10,201.26,0.65,1.04,GBP
26/05/2024,act_6908637,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,AdSet_18-24F,Ad_UGC_1,REELS,35004,26779,-925,203.32,2.64,,110,9191.33,45.21,1.31,GBP
04-01-2024,,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_35-44F,Ad_Carousel_Serum,stories,37390,27875,-1015,257.42,2.71,0.25,66,5249.23,,1.34,GBP 
2024/09/17,act_8297672,Luminae Beauty Ltd,,conversions,AdSet_lookalike_purchasers,Ad_UGC_1,feed,14943,11766,151,249.46,,1.65,0,0.0,,1.27,GBP
16-Oct-2024,act_7836807,Luminae Beauty Ltd,NULL,,,Ad_UGC_2,Reels,974,602,18,193.73,1.85,10.76,2,63.66,0.33,,GBP 
2024/10/07,act_8685125,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_35-44F,Ad_UGC_1,Feed,6656,4366,327,454.04,4.91,1.39,,1688.8,3.72,1.52,
16-Jun-2024,act_7605289,Luminae Beauty Ltd,Awareness_Serum_Jan24,,,Ad_Video_Glow,Feed,33569,31842,1138,254.91,3.39,0.22,,2663.17,,1.05,GBP 
2024-08-24,act_5013388,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_lookalike_purchasers,,Stories,32443,28995,748,44.31,2.31,0.06,,6905.83%,155.85,1.12,
31-Jan-2024,act_4041655,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_retarget_visitors,Ad_UGC_1,Feed,37998,29787,341,289.32,0.9,0.85,11,700.3,,1.28,GBP
03-21-2024,act_5937142,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_retarget_visitors,Ad_UGC_1,Audience Network,41035,36244,1065,452.6,2.6,0.42,123,10050.17,22.21,1.13,GBP 
10-21-2024,act_9213856,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_lookalike_purchasers,Ad_UGC_2,,2592,-1716,108,64.09,4.17 ,0.59,12,450.21,7.02,1.51,GBP 
2024-05-27,act_5455881,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_lookalike_purchasers,Ad_UGC_2,Audience Network,27350,25463,811,234.03,2.97,0.29,54,1905.84,,1.07,
2024/02/23,act_9338624,Luminae Beauty Ltd,Awareness_Serum_Jan24,,,Ad_UGC_2,,-14698,14611,389,114.18,2.65,0.29,23,1527.68,13.38,1.01,gbp
05-02-2024,act_3408897,Luminae Beauty Ltd,NULL,Traffic,AdSet_35-44F,Ad_UGC_2,Stories,21278,18810,685,350.86,3.22,0.51,57,1307.98,3.73,,GBP
30-Nov-2024,act_1226582,Luminae Beauty Ltd,DPA_AllProducts_Q4,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,Reels,8328,6026,239,168.21,2.87,0.7,12,325.41,1.93,1.38,
05/12/2024,act_2833049,Luminae Beauty Ltd,LookAlike_SPF_Apr24,BRAND_AWARENESS,AdSet_18-24F,Ad_Video_Glow,Stories,23008,15692,844,468.93,3.67,0.56,2,119.95,0.26,1.47,gbp
2024/06/07,act_9628863,Luminae Beauty Ltd,Prospecting_Glow_Mar24,conversions,AdSet_18-24F,Ad_Video_Glow,,49456,36515,1316,,2.66,0.01,107,7217.12,407.98,1.35,GBP
04-May-2024,act_4790339,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_18-24F,Ad_Video_Glow,feed,8850,5867,268,198.31,3.03,,4,145.18,0.73,1.51,GBP
2024/09/03,act_5902414,,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_18-24F,Ad_Static_SPF,Stories,40134,37961,-821,272.44,2.05,0.33$,36,833.78%,3.06,1.06,GBP
20/12/2024,act_5189217,Luminae Beauty Ltd,UGC_Serum_Test,BRAND_AWARENESS,AdSet_35-44F,Ad_Video_Glow,,19651,15836,,174.23,3.88,0.23,18,869.21,4.99,1.24,GBP
31/03/2024,act_1088734,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_25-34F,Ad_Video_Glow,Reels,34944,26213,1589,478.43,4.55,0.3,92,3961.24,8.28,1.33,GBP 
2024/01/20,act_8680291,Luminae Beauty Ltd,,TRAFFIC,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Feed,4635,,174,437.79,3.75,2.52,4,238.49,,1.07,GBP
2024/12/31,act_7119185,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_lookalike_purchasers,Ad_Static_SPF,Reels,-37685,30286,1542,95.63,4.09,0.06,146,3813.65,,1.24,gbp
30/09/2024,act_6739418,Luminae Beauty Ltd,,conversions,AdSet_retarget_visitors,Ad_Static_SPF,feed,10149,9675,101,408.27,,4.04,,506.55,1.24,1.05,GBP
09-11-2024,act_9256359,Luminae Beauty Ltd,NULL,conversions,AdSet_18-24F,,Feed,35671,26548,87,249.74,0.24,2.87,8,451.23,1.81,1.34,gbp
12-19-2024,,Luminae Beauty Ltd,DPA_AllProducts_Q4,Traffic,AdSet_retarget_visitors,,Stories,29203,24112,44,393.26,0.15,8.94,3,212.06,0.54,1.21,gbp
30-Nov-2024,act_3916713,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_18-24F,Ad_Video_Glow,,31668,20280,1527,82.53,4.82,0.05,174,5434.76,65.85,1.56,GBP
17-Jun-2024,act_8924549,Luminae Beauty Ltd,retargeting_cart_feb24,CONVERSIONS,AdSet_18-24F,Ad_UGC_2,Stories,32492,23666,75,393.96,0.23,5.25,7,405.52,1.03,1.37$,GBP
01-Jul-2024,act_2217706,Luminae Beauty Ltd,,CONVERSIONS,AdSet_25-34F,Ad_Video_Glow,,5044,4390,224,291.76,4.44,1.3,3,75.52 ,0.26,1.15,GBP
2024-10-31,act_4545077,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_lookalike_purchasers,Ad_UGC_2,Stories,23517,19187,192,353.54,0.82,1.84,7,601.15,1.7,1.23,gbp
02-Jan-2024,act_8559952,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_25-34F,Ad_Static_SPF,Audience Network,31020,24226,35,5.7,0.11,0.16,1,76.67,13.45,1.28,GBP
10-03-2024,act_8978786,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_retarget_visitors,,stories,5302,4946,176,82.86,3.32,0.47,14,831.29,10.03,1.07,
2024/12/05,act_9903035,Luminae Beauty Ltd,BRAND_Awareness_Q2,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,Feed,27914,17401,22,260.52,0.08,11.84,0,0.0 ,,1.6,GBP 
08-14-2024,act_5412006,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_retarget_visitors,Ad_UGC_1,REELS,516,327,13,491.18,2.52,37.78,0,0.0,,1.58,GBP
2024/11/14,act_9232933,Luminae Beauty Ltd,Retargeting_Cart_Feb24,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,Stories,25154,15555,1245,,4.95,0.06,88,5625.27,80.87,1.62,
16/11/2024,act_9672154,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_18-24F,Ad_Static_SPF,Feed,32298,27383,312,443.26,0.97,1.42,26,1503.2,3.39,1.18,GBP
2024-02-02,act_3164759,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_25-34F,Ad_UGC_1,Stories,18917,,118,,0.62,2.55,6,311.22,1.03,1.41,GBP
2024-12-09,act_3348472,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_retarget_visitors,Ad_Static_SPF,stories,2247,2240,75,333.55,3.34,4.45,7,200.62,0.6,1.0,GBP
12-17-2024,act_3640833,Luminae Beauty Ltd,,TRAFFIC,AdSet_25-34F,Ad_Video_Glow,stories,22308,14683,500,5.35,2.24,0.01,32,1225.21,229.01,1.52,
05-Oct-2024,act_6570391,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_35-44F,Ad_UGC_2,stories,15238,11409,410,462.64,2.69,1.13,21,1367.87,2.96,1.34,
2024/09/16,act_5846812,Luminae Beauty Ltd,UGC_Serum_Test,CONVERSIONS,AdSet_35-44F,Ad_Video_Glow,,4926,3868,78,239.07,1.58,3.06,2,83.32,,1.27,GBP
2024/09/29,act_5153796,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_lookalike_purchasers,Ad_Static_SPF,Stories,7182,5091,181,118.94,2.52,0.66,9,434.28,3.65,,GBP 
2024-03-12,act_7431633,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_lookalike_purchasers,Ad_Static_SPF,feed,1929,1874,20,67.14,1.04,3.36,0,0.0,,1.03,GBP 
2024-04-29,act_7480191,Luminae Beauty Ltd,BRAND_Awareness_Q2,Traffic,AdSet_retarget_visitors,,,21242,17931,958,106.7,4.51,0.11,-104,4788.79,44.88,1.18$,gbp
27/11/2024,act_7359854,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,AdSet_25-34F,Ad_UGC_2,,38498,28136,912,423.66,2.37,0.46,43,942.85,,1.37,gbp
2024/01/20,act_7286388,Luminae Beauty Ltd,Conversion_NightCream_Q3,TRAFFIC,,Ad_UGC_2,,8184,6391,283,84.65,3.46,,20,1139.47,,1.28,GBP
05-05-2024,act_1095184,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_35-44F,Ad_UGC_1,Audience Network,31871,24133,1573,44.5,4.94,0.03,73,2296.99,51.62,1.32,GBP 
24-Sep-2024,act_3123848,Luminae Beauty Ltd,UGC_Serum_Test,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,Feed,-39409,35173,1705,74.69,4.33,0.04,118,3632.82%,48.64,,gbp
2024-05-05,act_3008184,Luminae Beauty Ltd,Retargeting_Cart_Feb24,,AdSet_18-24F,Ad_Carousel_Serum,Stories,16497,11862,454,101.05,2.75,0.22,18,1190.32,11.78,1.39,gbp
2024/08/15,act_3032838,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_35-44F,Ad_Video_Glow,Feed,41093,34088,708,362.63,1.72,0.51,5,226.94,0.63%,1.21,GBP
09/01/2024,act_4375770,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_lookalike_purchasers,Ad_Static_SPF,Audience Network,,30062,770,304.34,2.0,0.4,45,3619.44,,1.28,
2024/09/11,act_8592350,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_18-24F,Ad_Static_SPF,stories,31227,20065,933,,2.99,0.5,99,,19.0,1.56,GBP 
2024-04-14,act_7921947,Luminae Beauty Ltd,Prospecting_Glow_Mar24,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_UGC_1,stories,,13579,972,152.49,4.87,0.16,51,4100.7,,1.47,GBP 
11-23-2024,act_2136396,Luminae Beauty Ltd,,CONVERSIONS,AdSet_25-34F,Ad_UGC_1,Feed,44964,44749,1253,436.59,2.79,0.35,123,,18.06,,GBP
2024/09/08,act_2416583,Luminae Beauty Ltd,retargeting_cart_feb24,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_UGC_2,Stories,11016,10698,468,246.84,4.25,0.53,9,360.23,1.46,1.03,GBP 
28-Jan-2024,act_7797117,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,AdSet_25-34F,Ad_Video_Glow,,31214,23666,537,232.35,1.72,0.43,16,1139.77,,1.32,
2024-10-07,act_2187888,Luminae Beauty Ltd,,,AdSet_retarget_visitors,Ad_Video_Glow,,2597,2495,111,324.94,4.27,,4,,0.88,1.04,
12-22-2024,act_7067187,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_retarget_visitors,Ad_Video_Glow,Reels,,,352,274.4,2.04,0.78,8,409.01,1.49,1.0,gbp
2024/05/05,act_6043819,,Retargeting_Cart_Feb24,conversions,AdSet_35-44F,Ad_Static_SPF,stories,31013,20548,620,234.27,2.0,0.38,63,5556.08,23.72,1.51,gbp
2024/01/11,act_5048628,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_25-34F,Ad_Carousel_Serum,Reels,18404,16459,,227.16,0.19,6.49,0,0.0,,1.12,gbp
2024-12-14,act_3527441,,,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_2,Feed,21145,20821,288,459.13,1.36,1.59,33,2419.47,5.27,1.02,GBP
13-Jun-2024,act_5650687,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_18-24F,Ad_UGC_2,Audience Network,22871,16473,63,162.63,0.28,2.58,2,80.75,0.5,1.39,GBP
25/01/2024,act_1592905,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_25-34F,Ad_Carousel_Serum,REELS,4795,3158,213,62.54%,4.44,0.29 ,13,280.43,,1.52,
27/08/2024,act_8931547,,Awareness_Serum_Jan24 ,Traffic,AdSet_retarget_visitors,Ad_UGC_1,stories,29294,25169,87,38.4,0.3,0.44,7,536.14,13.96,1.16,GBP 
2024-05-14,act_9352835,Luminae Beauty Ltd,NULL,Traffic,AdSet_35-44F,Ad_Static_SPF,REELS,27246,18792,1132,273.64,4.15,0.24,9,,2.23,,
2024/11/15,act_1848296,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_retarget_visitors,Ad_UGC_2,,28881,18983,1365,489.29,4.73,0.36,145,5031.28,10.28,1.52,gbp
08-Aug-2024,act_7406161,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_Carousel_Serum,REELS,16203,14516,722,20.06,4.46,0.03%,3,140.39,7.0,1.12,GBP 
2024/01/31,act_4783118,Luminae Beauty Ltd,,conversions,AdSet_35-44F,Ad_Carousel_Serum,REELS,45639,41625,1370,421.54,3.0,0.31,,3743.7,8.88,1.1,GBP 
11-Jun-2024,act_7783865,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_35-44F,Ad_Static_SPF,feed,37827,27190,1035,310.08,2.74,0.3,38,1124.19,3.63,1.39,
18-Nov-2024,act_4952973,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_lookalike_purchasers,Ad_Static_SPF,Feed,18030,14805,539,292.09,2.99,0.54,46,3005.9,10.29,1.22,GBP 
2024-08-20,act_9063673,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_25-34F,,,37963,28888,1235,,3.25,0.02,119,6278.04,213.9,1.31,GBP
,act_7434952,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_18-24F,,feed,28622,27048,776,394.16,2.71,,52,2605.34,6.61,1.06,gbp
04/12/2024,act_8117586,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,,Ad_UGC_2,Audience Network,23609,16485,403,192.0,1.71,0.48 ,14,359.57,1.87,1.43,
01-20-2024,act_3387462,Luminae Beauty Ltd,UGC_Serum_Test,Traffic,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Stories,19846,19203,823,382.5,4.15,0.46,86,5455.71,14.26,1.03,gbp
2024/03/12,act_6103117,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_35-44F,Ad_Carousel_Serum,REELS,7619,7152,323,415.16,4.24,1.29,14,1058.92,2.55,1.07,GBP 
2024-10-19,act_3268404,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_25-34F,Ad_UGC_2,feed,40276,29802,459,221.6,1.14,0.48,48,,19.34,,GBP
2024-06-07,act_5399229,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_retarget_visitors,Ad_Carousel_Serum,Reels,14387,12364,221,306.37,1.54,1.39,0,0.0,,1.16,GBP 
13-May-2024,act_3735938,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,stories,,40280,1928,105.82,4.39,0.05,193,8536.1,80.67,1.09,GBP 
12-22-2024,act_2472912,Luminae Beauty Ltd,retargeting_cart_feb24,BRAND_AWARENESS,AdSet_18-24F,Ad_Carousel_Serum,REELS,30029,23170,1359,300.91,4.53,0.22,66,1469.6,4.88,1.3,GBP
02/09/2024,act_1860802,Luminae Beauty Ltd,UGC_Serum_Test,TRAFFIC,AdSet_lookalike_purchasers,Ad_Static_SPF,Stories,26596,18843,1306,438.4,4.91,0.34,76,6642.0,15.15,1.41,gbp
2024-06-20,act_7842897,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,Traffic,AdSet_retarget_visitors,Ad_Video_Glow,Stories,3972,3472,30,491.67,0.76,16.39,0,0.0,,1.14,
2024-06-01,act_4459535,Luminae Beauty Ltd,,conversions,AdSet_retarget_visitors,,Reels,7404,4487,,406.92,,1.18,18,1436.9,3.53,1.65,GBP 
22-Dec-2024,act_3259915,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_25-34F,Ad_Static_SPF,REELS,45318,28005,63,361.04,0.14,,,206.9,0.57,,gbp
06-20-2024,act_9081249,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,,Ad_Static_SPF,Feed,13037,8511,483,326.31,3.7 ,0.68,13,,3.15,1.53,GBP
04/09/2024,act_1616099,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_35-44F,Ad_Static_SPF,stories,26617,24501,163,200.26,0.61,,17,1193.54,5.96,1.09,GBP
2024-02-04,act_7087738,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,AdSet_lookalike_purchasers,Ad_Video_Glow,Audience Network,3128,2617,115,384.1,3.68,3.34,6,383.1,1.0%,1.2,
18-Oct-2024,act_9769284,Luminae Beauty Ltd,,Traffic,AdSet_retarget_visitors,Ad_UGC_2,Stories,48234,40565,1230,89.82,2.55,0.07,142,6661.5,74.16,1.19,GBP
,act_9947300,,,CONVERSIONS,AdSet_18-24F,Ad_Video_Glow,,22334,16190,506,,2.27,0.03,6,516.92,30.12,,gbp
19/11/2024,act_3303527,Luminae Beauty Ltd,DPA_AllProducts_Q4,Traffic,AdSet_18-24F,Ad_Static_SPF,Feed,41350,34745,775,126.96,1.87,0.16,16,649.63,5.12,1.19,GBP
18-Jan-2024,act_6266490,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_18-24F,Ad_Carousel_Serum,,4056,3373,-158,497.97,3.9,3.15,,571.52,1.15,1.2%,gbp
2024-07-02,act_5621747,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_35-44F,Ad_Static_SPF,Feed,35201,30463,88,338.08,0.25,3.84,7,285.46,0.84,1.16,GBP 
2024-01-07,act_3949367,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_retarget_visitors,Ad_Video_Glow,stories,33399,25359,-819,52.74,2.45,0.06,17,1236.53,23.45,1.32,GBP 
09-11-2024,act_7535666,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_25-34F,Ad_UGC_1,Reels,9208,5527,314,137.78,3.41,0.44,18,358.05,2.6,1.67,GBP
2024/12/30,,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_35-44F,Ad_UGC_1,stories,31363,25178,,440.19,3.52,0.4,107,,14.24,1.25,
28/07/2024,act_1158666,Luminae Beauty Ltd,Prospecting_Glow_Mar24,Traffic,AdSet_25-34F,Ad_Video_Glow,Stories,18011,14355,455,396.9,2.53,0.87,11,929.77,2.34%,1.25,GBP
16-Jan-2024,act_9789686,Luminae Beauty Ltd,retargeting_cart_feb24,CONVERSIONS,AdSet_35-44F,Ad_Video_Glow,REELS,2801,2199,136,374.19,4.86,2.75,13,684.86,1.83,1.27,GBP 
21-Jun-2024,act_8143507,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_lookalike_purchasers,,feed,29726,28478,-300,306.92,1.01,1.02,12,761.32,2.48,1.04,GBP
2024/07/03,act_7102497,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_lookalike_purchasers,Ad_Video_Glow,Feed,22855,16343,647,423.05,2.83,0.65,7,169.23,0.4,1.4,
06/03/2024,act_3650182,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_18-24F,Ad_Static_SPF,feed,-11343,6956,558,344.22,4.92,0.62,,715.16,2.08,1.63,
2024/02/25,act_7191655,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_18-24F,Ad_Carousel_Serum,stories,11945,7985,347,180.24,2.9,0.52,9,198.95,1.1,1.5$,GBP
