Date,Customer_ID,Campaign,Network,Match_Type,Keyword,Impressions,Clicks,Cost_GBP,CTR,Avg_CPC,Conversions,Conv_Value_GBP,Conv_Rate_Pct,Quality_Score,Impression_Share_Pct,Device,Currency_Code 
2024-06-09,872-327-9008,,SHOPPING,,spf drops,8945,113,320.54,1.26,2.84,7,221.91,6.19,1,29.9,DESKTOP,GBP 
16-Nov-2024,856-696-4291,Shopping_Moisturisers,,Broad,glow cream,24019,1599,45.1,6.66,0.03,49,2020.95,,3,71.4,Tablet,gbp
2024/12/15,422-220-7820,Generic_Skincare_Broad,Search,Exact,buy serum online,35924,548,593.03,1.53,1.08,35,2286.37,6.39,6,83.5,Desktop,GBP
2024-04-24,825-967-5512,,Search,,skincare routine,29448,736,110.57%,2.5,0.15,18,930.91,2.45,,88.1,,gbp
17-Mar-2024,978-544-9189,DSA_AllProducts,SHOPPING,Broad,vitamin c serum,38291,1822,145.64,4.76,0.08,156,5218.35,8.56,5,92.8,mobile,GBP 
,863-821-4531,Shopping_Serums,search,Phrase,,21256,-1152,261.51,5.42,0.23,5,375.65,0.43,2,54.7,,GBP 
2024-06-15,502-237-3374,NULL,Search,exact,spf drops,19107,46,430.01,0.24,9.35,0,0.0,0.0,8,,Tablet,GBP
2024-06-09,352-411-8976,,Display,BROAD,hyaluronic acid,5032,325,598.22,6.46,1.84,31,2554.21,9.54,7,24.8,mobile,GBP
2024/12/21,858-265-6253,Brand_KW_Exact,,,best serum uk,39707,2897,243.14,7.3,,98,5887.5,3.38,N/A,22.7,DESKTOP,GBP 
09-Nov-2024,482-436-2125,brand_kw_exact,,,hyaluronic acid,33287,1157,299.29,3.48,0.26,22,987.2,,1,90.9,Mobile,GBP 
2024-03-19,645-467-2125,brand_kw_exact,search,BMM,vitamin c serum,21065,424,291.53,2.01,0.69,6,528.36,1.42,4,83.8,Tablet,
2024-08-09,255-544-9947,DSA_AllProducts,Display,exact,glow cream,27552,2196,557.67,7.97,0.25,24,2118.66%,,1,74.6,mobile,
2024/03/27,980-141-7633,,,BROAD,glow cream,28292,784,523.96,2.77,0.67,69,2347.75,8.8,,35.0,Tablet,GBP
2024-04-08,452-370-9409,Brand_KW_Exact ,Display,exact,vitamin c serum,21953,824,565.58,3.75,0.69,49,4187.71,5.95,5,37.0,mobile,GBP
2024-12-27,493-619-8582,Brand_KW_Exact ,Search,,,32014,480,379.82,1.5,0.79,34,813.26,7.08,,52.5,,GBP
24-Jan-2024,901-226-5451,NULL,Shopping,BROAD,,1849,15,15.04,0.81,1.0$,0,0.0,0.0,,39.0,,GBP
2024-07-29,699-986-4083,,SHOPPING,Phrase,spf drops,14453,444,,3.07,0.97,18,1585.75,4.05,7,35.2,,GBP 
2024/06/27,637-640-7015,NULL,Search,BROAD,spf drops,16611,938,442.3,5.65,0.47,7,413.87,0.75,5,82.1,Mobile,gbp
2024/11/28,,DSA_AllProducts,Search,BROAD,retinol cream,11473,135,56.23,,0.42,5,245.53,3.7,6,89.2 ,Tablet,GBP
25-Dec-2024,400-541-6278,NULL,Display,Exact,buy serum online,9276,211,163.84,2.27,0.78,16,1041.18,7.58,6,,DESKTOP,gbp
2024-09-28,154-298-2782,RLSA_CartAbandoners,search,Phrase,face serum,25580,2031,575.54,7.94,0.28,185,15325.98,9.11,10,31.7,,
2024-02-06,382-522-4351,NULL,search,Phrase,vitamin c serum,3019,207,27.95,6.86,0.14,8,291.46,3.86,3,77.1,Tablet,GBP 
06-27-2024,644-118-2347,,,Broad,glow cream,9029,404,367.1,4.47,0.91,2,153.72,0.5,,65.6,,gbp
2024-02-26,173-752-7864,Shopping_Moisturisers,Search,Exact,buy serum online,2643,141,294.58,5.33,,7,583.74,4.96,,23.3,Desktop,
07-23-2024,910-319-5849,Shopping_Moisturisers,Display,,best serum uk,38855,2986,235.19$,7.68,0.08,254,11237.4,8.51,,51.2,mobile,gbp
24/12/2024,587-801-3799,RLSA_CartAbandoners,Display,exact,hyaluronic acid,27235,533,28.65,1.96,0.05,10,279.44,1.88,1,,mobile,GBP 
01-26-2024,607-292-2902,Brand_KW_Exact ,,BROAD,,11418,73,111.06,0.64,1.52,1,,1.37,5,20.5,,gbp
05-06-2024,183-219-5194,Brand_KW_Exact,,Phrase,retinol cream,15010,514,119.07,3.42,0.23,35,996.63,6.81,,37.4,Mobile,GBP
2024/10/29,501-631-6888,,Shopping,Exact,retinol cream,37727,2262,389.97,6.0,0.17,20,802.37,0.88,,36.4,mobile,
2024-07-31,501-946-8898,,Display,exact,best serum uk,26159,,493.66,3.25,0.58,60,4950.26,7.07 ,7,82.1,Mobile,gbp
2024-12-20,124-227-2500,brand_kw_exact,SHOPPING,,spf drops,14441,592,478.66,4.1,0.81,17,1199.35,2.87,4,49.7,,GBP 
2024-07-14,266-681-8864,Brand_KW_Exact ,SHOPPING,exact,,34363,1211,454.6,3.52,0.38,102,7020.75,8.42,,71.4,Tablet,GBP
07-Oct-2024,788-786-9703,,,exact,face serum,9397,146,558.14,1.55,3.82,0,0.0,,6,87.7,DESKTOP,GBP
2024-01-12,597-290-7084,NULL,SHOPPING,Phrase,,1565,101,273.55,6.45,,3,71.12,2.97,N/A,11.8,DESKTOP,GBP 
2024/08/26,703-310-2764,brand_kw_exact,SHOPPING,Exact,face serum,6870,307,17.54,4.47,0.06 ,17,455.76,,10,72.0,,GBP
08-Mar-2024,465-739-4345,Brand_KW_Exact,Shopping,BROAD,best serum uk,38844,228,492.36,0.59,2.16,4,115.95,1.75,5,93.3,,
2024-02-02,234-550-5828,Brand_KW_Exact ,,exact,hyaluronic acid,26707,1030,368.92,3.86,0.36,17,,1.65,,,,GBP
,630-840-1541,Brand_KW_Exact,Display,Exact,vitamin c serum,-25801,1354,205.06,5.25,0.15,,2613.45 ,8.86,1,15.5,DESKTOP,GBP
03/06/2024,220-536-9653,RLSA_CartAbandoners,Display,BMM,spf drops,14655,1162,411.09,7.93,0.35,,8305.8,8.61,,84.8,,GBP 
16-May-2024,698-993-7053,Brand_KW_Exact ,SHOPPING,Broad,,31120,1556,580.14,5.0,0.37,13,757.47,0.84,10,53.6,mobile,GBP
2024-08-23,503-841-2638,Generic_Skincare_Broad,Shopping,,best serum uk,27151,1962,257.31,7.23,0.13,166,9846.74,,N/A,35.7,Desktop,GBP
05-25-2024,346-659-7619,Generic_Skincare_Broad,Display,BMM,hyaluronic acid,1566,12,259.47,0.77,21.62,0,0.0,0.0,2,85.9,Tablet,
23-Aug-2024,854-518-6134,brand_kw_exact,SHOPPING,exact,best serum uk,37590,,590.43%,5.66,0.28,151,6714.96,7.1,7,49.9,,GBP
10-Jun-2024,242-186-5233,Competitor_KW_BMM,Display,Exact,best serum uk,2040,89,441.77,4.36,4.96,4,299.48,,8,67.8,Tablet,
2024-07-24,562-589-9564,Generic_Skincare_Broad,Display,BMM,face serum,6143,341,183.98,5.55,0.54,19,511.95,5.57,,19.3,,GBP 
2024-10-13,159-919-9978,Generic_Skincare_Broad,search,Broad,best serum uk,13322,389,111.42,2.92,0.29,0,0.0,0.0,,83.7,Tablet,GBP
02-Sep-2024,646-121-2870,Shopping_Serums,Search,BMM,retinol cream,18918,516,508.35,2.73,0.99,30,1314.56,5.81,7,34.7,Tablet,gbp
09-10-2024,120-816-8772,DSA_AllProducts,,Exact,retinol cream,19443,1234,121.24,6.35$,0.1,44,3351.02,3.57,5,,,gbp
24-Jan-2024,846-405-3688,Brand_KW_Exact ,Shopping,BMM,,20993,278,220.82,1.32,0.79,20,588.9,,7,28.1,mobile,GBP 
2024/12/31,245-821-4013,brand_kw_exact,SHOPPING,Exact,,15269,542,164.43,3.55,0.3,10,624.26,1.85,3,77.6,Mobile,gbp
27/06/2024,738-350-7126,,search,,spf drops,19301,923,535.99,4.78,0.58,78,6664.41,8.45,3,60.0,Mobile,GBP
16-Dec-2024,686-115-7378,Brand_KW_Exact ,Search,Broad,glow cream,4188,160,229.37,3.82,1.43,11,747.52,6.88,10,91.9,DESKTOP,gbp
03-Jun-2024,801-542-5743,Shopping_Serums,SHOPPING,BMM,,-14626,339,216.86,2.32,0.64,11,547.03,3.24,N/A,77.2,,
,723-867-4235,Shopping_Serums,,Phrase,retinol cream,32356,2228,458.87,6.89,0.21,194,12691.56,8.71,7,44.4,Desktop,gbp
2024/11/22,255-399-3187,NULL,Display,BROAD,spf drops,25439,2028,59.83,7.97,0.03,186,16364.5,9.17,,59.8,,GBP
2024-01-29,601-224-9557,Shopping_Serums,Display,,skincare routine,,541,80.25,3.9,0.15,43,820.57,7.95,2,22.4,Mobile,
16-Jan-2024,531-246-4389,RLSA_CartAbandoners,Display,BROAD,,1349,107,6.13,7.93,0.06,9,,8.41,,40.4,DESKTOP,gbp
2024-12-04,758-649-7004,,SHOPPING,Broad,spf drops,2975,193,167.9,6.49,0.87,1,,0.52,4,29.9,Mobile,
17/01/2024,354-858-6573,Competitor_KW_BMM,search,,buy serum online,32954,2077,451.25,6.3,0.22,106,4179.66,5.1,,66.3,mobile,GBP 
11-05-2024,116-317-1074,Generic_Skincare_Broad,search,exact,skincare routine,34692,1139,522.26,3.28,0.46,66,2660.08,5.79,5,71.6,Mobile,
2024/05/02,800-581-8006,NULL,SHOPPING,,glow cream,23327,734,496.8,3.15,0.68%,37,3290.62,5.04,10,60.2,DESKTOP,GBP
01-May-2024,886-267-7225,Generic_Skincare_Broad,Display,,hyaluronic acid,28179,2077,87.71,7.37,0.04,14,1018.81,0.67$,9,88.0,Tablet,
30-Aug-2024,194-973-5690,,,,face serum,24395,23,129.77 ,0.09,5.64,1,,4.35,,53.2,,GBP
11-15-2024,119-148-3407,RLSA_CartAbandoners,Shopping,BROAD,buy serum online,14187,17,109.23,0.12,6.43,1,39.06,5.88,2,84.6,Desktop,GBP 
2024-07-03,904-758-9138,Shopping_Serums,Search,Broad,buy serum online,3030,132,279.07,4.36,2.11,13,900.62,9.85,6,49.2,,GBP
01-Nov-2024,545-346-2826,Shopping_Serums,Display,exact,retinol cream,20073,1585,160.31,7.9,0.1,64,3732.88,4.04,5,51.6,Desktop,gbp
07-27-2024,801-351-9391,Brand_KW_Exact,,,vitamin c serum,3125,135,552.64,4.32,4.09,,430.98 ,5.93,,15.5,Tablet,GBP
12-31-2024,574-184-1160,RLSA_CartAbandoners,SHOPPING,BMM,,,69,13.16,2.32,0.19,0,,0.0,,,Desktop,GBP
08-Sep-2024,822-397-7850,brand_kw_exact,SHOPPING,Phrase,vitamin c serum,19402,877,249.72%,4.52,0.28,48,2706.05,5.47,1,54.5,Mobile,
14-Apr-2024,684-476-4814,DSA_AllProducts,SHOPPING,exact,spf drops,15101,540,160.25,3.58,0.3,41,2963.88,7.59,,26.3,DESKTOP,GBP
18-Apr-2024,622-580-9583,Generic_Skincare_Broad,,exact,skincare routine,24915,1899,109.83,7.62,0.06,144,11690.35,7.58,3,62.4,Desktop,
2024-06-18,,brand_kw_exact,Display,BMM,,24743,890,444.08,3.6,0.5,71,4273.97,7.98,2,,Desktop,
2024-01-02,970-555-6281,brand_kw_exact,Search,BROAD,vitamin c serum,28811,45,188.71,0.16,4.19,2,97.48,4.44,,34.6,,
2024-11-21,995-134-2206,Shopping_Serums,Search,Broad,buy serum online,25829,229,530.96,0.89,2.32,5,,2.18,3,69.7,DESKTOP,GBP 
2024-08-03,800-707-1946,,Search,Exact,,23186,962,413.45,4.15,0.43,0,0.0,0.0,2,,Desktop,gbp
17-May-2024,368-602-8762,DSA_AllProducts,search,Broad,glow cream,4273,318,299.39,7.44,0.94,28,,8.81,4,93.2,DESKTOP,
22/12/2024,632-654-7551,NULL,Display,,best serum uk,,490,3.03,5.04,0.01,15,933.39,3.06,10,,Mobile,GBP
2024/12/19,826-259-7445,brand_kw_exact,SHOPPING,Exact,buy serum online,21769,1741,,8.0,0.04,129,4190.16,7.41,3,93.9,Tablet,GBP
15-Jan-2024,366-895-1387,Brand_KW_Exact ,Search,,,-8540,392,561.58,,1.43,6,453.82,1.53,,94.5,mobile,
2024-04-22,443-644-7363,Brand_KW_Exact,Search,BROAD,spf drops,,103,492.15,0.68,4.78,4,347.0,3.88,6,54.0,Desktop,GBP
2024/09/29,701-576-2604,Brand_KW_Exact ,Display,,,7941,5,221.99,0.06,44.4,1,79.4,20.0,,72.8%,Desktop,GBP
2024-08-08,121-723-5388,Competitor_KW_BMM,Search,Phrase,skincare routine,27733,151,338.75,0.54,2.24,6,266.08,3.97,9,77.6,DESKTOP,
2024/03/16,499-532-4971,DSA_AllProducts,search,Broad,retinol cream,13348,204,97.5,1.53,0.48,19,1135.17,9.31,N/A,,Mobile,GBP
2024-12-22,513-774-5137,RLSA_CartAbandoners,Search,Phrase,hyaluronic acid,830,50,284.22,6.02,5.68,0,0.0,0.0,,81.6,Desktop,
2024/12/13,356-102-8823,Shopping_Moisturisers,Shopping,Exact,retinol cream,23488,570,372.97,,0.65,0,0.0,0.0,,,,gbp
06-17-2024,582-566-6113,brand_kw_exact,SHOPPING,Phrase,spf drops,11160,125,17.64 ,1.12,0.14,6,176.91,4.8,,18.3,DESKTOP,gbp
2024-04-03,861-554-5733,NULL,SHOPPING,Broad,best serum uk,4251,37,515.69,0.87,13.94,3,117.81,8.11,8,12.1,Desktop,GBP
2024-10-29,321-287-3429,Shopping_Moisturisers,Shopping,BROAD,face serum,3111,68,309.52,2.19 ,4.55,,528.25,8.82,5,86.6,Tablet,
2024-11-26,542-910-3178,Competitor_KW_BMM,Shopping,exact,,33091,1282,,3.87,0.31,12,694.89,0.94,9,18.6,Desktop,GBP 
07-14-2024,752-783-7699,DSA_AllProducts,Shopping,exact,best serum uk,32327,1329,81.55,4.11,0.06,96,6642.74,7.22,,26.2,DESKTOP,GBP 
2024-01-14,827-110-5837,RLSA_CartAbandoners,Search,exact,glow cream,39457,319,125.52,0.81,0.39,1,32.97,0.31,4,33.9,Mobile,GBP
2024-03-22,510-224-7076,Shopping_Serums,Display,BROAD,buy serum online,21683,1020,573.42,4.7,,83,4735.62,8.14,4,71.6,,gbp
14-May-2024,354-636-3282,Brand_KW_Exact,search,BMM,glow cream,22826,-1470,184.66,6.44,0.13,1,,0.07,3,16.5,Tablet,GBP
2024/02/07,842-616-1410,Brand_KW_Exact ,Search,Phrase,retinol cream,26145,1383,267.73,5.29%,0.19,137,7929.81,9.91,7,45.5,Desktop,
2024/02/28,666-918-8179,,Search,BROAD,retinol cream,,2308,352.78,6.02,0.15,150,5925.96,6.5,,12.6,Mobile,gbp
10-Oct-2024,485-925-2520,Generic_Skincare_Broad,,,best serum uk,23944,530,386.54,2.21,0.73,47,,8.87,8,12.0,Tablet,GBP 
10-27-2024,287-116-6806,Brand_KW_Exact ,,,best serum uk,6283,308,165.34,4.9,0.54,24,1541.09,7.79,10,10.3,Mobile,GBP
,132-662-2317,RLSA_CartAbandoners,Shopping,BMM,,6997,148,430.92,2.12,2.91,1,50.65,0.68,,12.0,Mobile,GBP
,929-698-2126,NULL,search,exact,,36483,1585,437.09,4.34,0.28,16,608.77,1.01,1,21.5,Desktop,
14/03/2024,422-694-9237,Generic_Skincare_Broad,Display,BMM,retinol cream,,645,344.29,1.71,0.53,35,1547.83,5.43,10,62.3,DESKTOP,
05-02-2024,514-270-2985,DSA_AllProducts,Shopping,Broad,hyaluronic acid,34630,1921,513.14,5.55,0.27,157,3355.71,8.17,9,45.7,,GBP
2024-05-22,161-454-4152,,Shopping,,buy serum online,36101,1453,425.79 ,4.02,0.29,145,12926.78,9.98,6,23.2,,
02-Apr-2024,902-217-9487,Brand_KW_Exact ,Display,Broad,skincare routine,27410,1947,445.24,7.1,0.23,20,678.19,1.03,10,67.8,mobile,
2024-04-08,920-691-8069,Generic_Skincare_Broad,SHOPPING,Broad,buy serum online,23692,1477,439.74,6.23,0.3,78,5290.11,5.28,5,21.8,mobile,
2024/02/23,565-317-6582,Shopping_Serums,Shopping,BMM,face serum,39542,3134,192.38,7.93,0.06,167,12394.91,5.33,3,,Tablet,GBP 
19/01/2024,300-291-2882,Shopping_Moisturisers,SHOPPING,exact,retinol cream,3256,103,129.06,3.16,1.25,7,199.08,6.8,7,44.0%,mobile,GBP 
25/01/2024,776-368-1696,DSA_AllProducts,SHOPPING,BMM,best serum uk,24899,1932,463.44,7.76,0.24,,12286.63 ,8.95,1,46.1,DESKTOP,gbp
2024/08/16,436-354-3689,RLSA_CartAbandoners,search,exact,buy serum online,22298,1176,230.26,5.27,0.2,114,8588.26,9.69,5,63.9,mobile,
2024-02-29,539-145-5252,RLSA_CartAbandoners,Shopping,,spf drops,7422,,135.96,0.54,3.4,1,68.57,2.5,N/A,70.1,mobile,GBP 
02-May-2024,158-742-9933,Generic_Skincare_Broad,Display,,face serum,36369,2186,47.81,6.01,0.02,44,3553.33,2.01,9,67.8,mobile,gbp
2024/08/19,106-742-8160,Generic_Skincare_Broad,SHOPPING,Phrase,skincare routine,33272,208,497.33,0.63,2.39,14,425.73,6.73,,56.9,,GBP
20/04/2024,802-656-8332,Competitor_KW_BMM,Search,BROAD,buy serum online,12864,128,165.65,0.99,,2,93.06,1.56,3,59.5,DESKTOP,GBP
04-Feb-2024,393-776-2567,Brand_KW_Exact,Shopping,Phrase,glow cream,17028,78,293.83,0.46,3.77,7,253.04,,,79.2,Tablet,GBP 
06-30-2024,690-787-5796,Generic_Skincare_Broad,search,Broad,glow cream,3289,95,424.56,2.89,4.47,7,161.02,7.37,5,12.4,Tablet,GBP
08-Feb-2024,203-326-9950,Shopping_Serums,,,buy serum online,39259,1545,153.19,3.94,0.1,,1799.12,1.75,7,22.0,mobile,GBP
11-01-2024,292-711-6578,DSA_AllProducts,,Exact,retinol cream,34611,2144,597.36,6.19,0.28,2,149.26 ,0.09,,84.6,mobile,GBP
07/09/2024,925-344-2320,Brand_KW_Exact ,Shopping,Phrase,vitamin c serum,-1895,30,86.5,,2.88,3,172.72,10.0,N/A,93.5,,GBP 
2024/06/26,186-121-5571,brand_kw_exact,SHOPPING,BROAD,glow cream,1967,139,21.3,7.07,0.15,,591.56,5.04,6,36.7,,gbp
2024-02-01,189-237-9518,RLSA_CartAbandoners,search,,buy serum online,7401,451,199.43,6.09,0.44,32,1771.68,7.1,,71.1,,GBP 
04-Feb-2024,553-514-6604,Brand_KW_Exact ,,BMM,hyaluronic acid,22623,1284,584.35,5.68,0.46,78,5205.94,6.07,8,54.9,Tablet,GBP
2024/07/23,375-264-6071,RLSA_CartAbandoners,SHOPPING,BROAD,,4661,166,277.13,3.56,1.67,8,401.05,4.82,,,,
2024-07-27,595-324-4411,Competitor_KW_BMM,Search,Broad,vitamin c serum,30216,528,559.71,1.75 ,1.06,14,941.64,2.65,4,19.1,mobile,gbp
17-Sep-2024,148-133-4444,Brand_KW_Exact ,Search,BROAD,hyaluronic acid,35436,990,203.57$,2.79,0.21,94,5182.15,9.49,8,24.4,Desktop,GBP
2024-04-22,854-198-6964,Shopping_Moisturisers,,BROAD,vitamin c serum,311,12,79.32,3.86,6.61,0,0.0,0.0,3,88.4,Mobile,GBP
2024/08/05,445-391-1549,Brand_KW_Exact,,exact,spf drops,6327,135,350.25,2.13,2.59,11,332.67%,8.15,4,83.8,DESKTOP,
09/06/2024,453-747-6628,DSA_AllProducts,Shopping,Phrase,spf drops,10323,500,372.74,4.84,0.75,6,348.99,1.2,,18.6,,GBP
09-13-2024,897-668-9307,brand_kw_exact,SHOPPING,Exact,vitamin c serum,32797,2238,215.4,6.82,0.1,143,5753.33,6.39,,57.5,,
2024-04-18,660-564-4611,Generic_Skincare_Broad,SHOPPING,Phrase,best serum uk,12597,421,146.0,3.34,0.35,34,1225.93,8.08,9,68.8$,mobile,GBP
11-04-2024,602-269-2364,RLSA_CartAbandoners,Shopping,Broad,,,114,100.67,0.29,0.88,0,0.0,0.0,9,43.1,,GBP
10-07-2024,572-201-9276,RLSA_CartAbandoners,,,vitamin c serum,16709,276,283.05,1.65,1.03,21,1506.14,7.61,,,Tablet,gbp
2024-05-17,945-723-4912,RLSA_CartAbandoners,,Broad,hyaluronic acid,701,27,153.19,3.85,5.67,0,0.0,0.0,4,39.9,DESKTOP,GBP
15/12/2024,131-499-8076,RLSA_CartAbandoners,Search,BROAD,skincare routine,8059,121,490.87,1.5,4.06,6,195.2 ,4.96,9,,DESKTOP,gbp
10-25-2024,775-637-4626,,Display,exact,,25900,907,225.06,3.5,0.25,81,,8.93,3,94.1,,
18/02/2024,617-287-5811,RLSA_CartAbandoners,search,BROAD,spf drops,25559,26,380.87,0.1,14.65,2,46.58,7.69,3,46.0,Desktop,GBP
2024/02/15,287-365-2825,,search,,buy serum online,25436,204,253.35,0.8,1.24,10,535.2,4.9 ,10,77.5,mobile,GBP
18-May-2024,451-763-2380,Shopping_Serums,Search,Exact,retinol cream,25637,1344,47.32,5.24,0.04,51,,3.79,,67.5,DESKTOP,GBP 
17/04/2024,170-343-6836,NULL,Search,exact,glow cream,611,38,359.97,6.22,9.47,3,230.58,7.89,1,45.5,DESKTOP,GBP
06/08/2024,596-639-4717,Competitor_KW_BMM,,BMM,vitamin c serum,10556,140,219.57,1.33,1.57,13,937.38,9.29,10,20.3$,mobile,gbp
2024/03/04,171-596-1472,Brand_KW_Exact ,Search,exact,buy serum online,25864,964,33.33,3.73,0.03,84,6178.55,,,17.5,,GBP 
03/03/2024,976-549-8450,Generic_Skincare_Broad,SHOPPING,BMM,skincare routine,22750,318,,1.4,1.08,5,386.11,1.57,3,88.4,Tablet,GBP
03-14-2024,449-643-9219,brand_kw_exact,Shopping,,glow cream,13977,331,181.17,2.37,0.55$,22,1502.54,6.65,,,,gbp
2024-08-14,613-610-5598,Competitor_KW_BMM,search,Phrase,buy serum online,8366,430,457.82,5.14,1.06,41,2179.71,9.53,N/A,22.0,Desktop,GBP
11/08/2024,938-700-6440,Competitor_KW_BMM,Search,,best serum uk,32843,-1770,46.98,5.39,0.03,83,2626.09,4.69,4,93.2,mobile,GBP
11-02-2024,997-282-6095,,,BROAD,,28922,952,94.87,3.29,0.1,71,6375.14,7.46,7,39.7,Mobile,GBP
12-Aug-2024,660-530-2467,,Search,Exact,vitamin c serum,31934,333,26.79,1.04,0.08,19,376.38,5.71,10,81.7,,GBP
2024-08-04,701-879-1571,Shopping_Serums,SHOPPING,Broad,,6459,213,425.78,3.3,2.0,,396.85%,2.35,10,34.7,,GBP
08-08-2024,789-706-9730,DSA_AllProducts,Display,Phrase,skincare routine,13603,94,564.5,0.69,6.01,8,191.05,8.51,1,74.8,Desktop,GBP 
19-Mar-2024,963-382-9460,,Shopping,BMM,spf drops,34638,449,554.11,1.3,1.23,20,1220.97,4.45,,,Tablet,
18-Oct-2024,136-934-7864,NULL,Search,Phrase,,38272,1060,496.62,2.77,0.47,84,4360.08,7.92,,28.3,,GBP
10/06/2024,714-275-2699,Generic_Skincare_Broad,Search,Broad,,1732,88,239.55,5.08,2.72,8,338.7,9.09,9,84.9,Mobile,GBP
08-08-2024,717-604-1320,RLSA_CartAbandoners,Search,Broad,retinol cream,30530,1529,467.39,5.01,0.31,33,613.78,2.16,,,Tablet,GBP
,159-563-9178,Generic_Skincare_Broad,Shopping,Phrase,buy serum online,18757,167,73.45,0.89,0.44,15,529.67,8.98,7,50.0,Desktop,GBP 
2024-06-09,772-869-9913,,search,Broad,,22088,-1574,,7.13$,0.14,28,959.8,1.78,N/A,90.6,Desktop,GBP
2024-07-27,105-421-6130,Generic_Skincare_Broad,Search,Exact,spf drops,38794,288,565.44,0.74,1.96,12,450.24,,9,20.8,DESKTOP,
12-22-2024,434-372-9206,Generic_Skincare_Broad,Shopping,Exact,face serum,19198,1031,292.97,5.37,0.28,64,,6.21,6,73.1,,GBP 
2024-02-29,297-355-9128,NULL,Display,Broad,glow cream,28536,197,442.43,0.69,2.25,14,1245.59,7.11,6,56.8,DESKTOP,GBP 
2024-07-27,536-228-1366,Generic_Skincare_Broad,search,exact,skincare routine,15348,714,213.54,4.65,0.3,18,735.04,2.52,10,87.9,Desktop,GBP
2024-05-05,914-137-4540,Generic_Skincare_Broad,Shopping,,skincare routine,3596,195,496.54,5.42,2.55,,657.1,7.18,7,39.4,,gbp
03-28-2024,994-431-5413,DSA_AllProducts,Search,BROAD,buy serum online,21724,289,485.42 ,1.33,1.68,11,590.64,3.81,6,,Mobile,GBP
12/02/2024,311-412-4705,,SHOPPING,Exact,glow cream,4225,206,153.64,4.88,0.75,11,310.77,5.34,10,37.3,Desktop,gbp
25-Sep-2024,602-667-9586,brand_kw_exact,Search,Broad,skincare routine,3296,153,94.96,4.64,0.62,3,186.9,1.96,10,49.7,mobile,GBP 
2024/02/01,240-197-4390,Shopping_Serums,search,,skincare routine,8465,12,370.39,0.14,30.87,1,49.42,8.33,3,,Tablet,
26-Jan-2024,731-540-6131,,SHOPPING,Phrase,buy serum online,13138,-789,104.8,6.01,0.13,13,288.04,1.65,1,31.5,mobile,
11-22-2024,928-932-1148,RLSA_CartAbandoners,Shopping,Broad,buy serum online,26847,437,534.66,1.63,1.22,41,2474.92,9.38,N/A,21.7,,GBP 
27/08/2024,851-577-5575,NULL,Shopping,BROAD,spf drops,2045,138,436.3,6.75,3.16,1,37.18,0.72%,N/A,65.5,,
,591-767-5085,Brand_KW_Exact ,Display,BROAD,best serum uk,1043,5,50.83,0.48 ,10.17,0,0.0,0.0,,94.2,mobile,GBP
07-08-2024,363-821-2337,,Search,BROAD,face serum,11491,203,562.88,1.77,2.77,6,155.43,2.96,,62.2,DESKTOP,GBP 
10-Oct-2024,779-733-5722,Brand_KW_Exact,search,BROAD,retinol cream,32435,1174,563.49,3.62,0.48,,2165.95,4.0,,85.7,Mobile,
08-30-2024,605-853-6542,,,Broad,spf drops,10820,69,165.97,0.64,2.41,2,72.45,2.9,1,72.0,,GBP 
11-30-2024,250-298-9547,,SHOPPING,Exact,spf drops,7703,228,489.41,2.96,2.15,0,0.0,0.0,3,44.4,,GBP 
01-05-2024,910-360-6821,Competitor_KW_BMM,,exact,glow cream,16881,226,281.07,1.34,1.24,14,497.78,6.19,2,58.9,Tablet,
2024-12-03,931-149-6892,Brand_KW_Exact ,,Broad,,2752,27,104.94,0.98,3.89,2,84.15,7.41,7,47.1,mobile,gbp
2024/01/16,393-729-3051,,search,,face serum,35028,670,345.95,1.91,0.52,9,,,1,13.3,DESKTOP,GBP 
04/06/2024,147-434-9487,brand_kw_exact,Search,Exact,,38555,2840,66.19,7.37,0.02,210,4908.71,7.39,7,55.6,,GBP
2024-02-07,161-289-4232,Shopping_Moisturisers,search,,vitamin c serum,37609,362,19.99,0.96,0.06,20,1244.75,5.52,,41.7,,GBP
2024-12-17,,Generic_Skincare_Broad,search,exact,skincare routine,10970,558,418.41,5.09,0.75,35,2055.61,6.27,10,62.1,Tablet,GBP 
,644-594-8037,Brand_KW_Exact ,search,,,780,60,188.39,7.69,3.14,4,173.22,6.67,,92.6,Tablet,GBP
30/12/2024,666-498-7448,,,,hyaluronic acid,16650,808,81.53,4.85,0.1,73,2455.33,9.03,,50.7,Desktop,GBP
2024-08-01,821-480-8928,brand_kw_exact,,Phrase,buy serum online,11584,258,100.08,2.23,0.39,1,28.33,0.39,10,47.0,DESKTOP,GBP 
2024/01/13,613-987-4348,Competitor_KW_BMM,Display,exact,face serum,21308,1038,287.46%,4.87,0.28,8,,0.77,6,43.6,mobile,GBP
18/01/2024,509-661-1447,NULL,SHOPPING,BROAD,,8121,551,273.85,6.78,0.5,46,,8.35,,65.6,Tablet,
19/12/2024,892-810-2194,Brand_KW_Exact,,,buy serum online,9980,214,248.24,,1.16$,9,203.4,4.21,5,,,
2024/08/20,667-834-7759,DSA_AllProducts,search,BROAD,vitamin c serum,16735,328,521.76,,1.59,26,2071.04,7.93,,35.1,Tablet,gbp
