send_date,campaign_id,campaign_name,email_type,subject_line,total_sent,delivered,bounced,opened,clicked,unsubscribed,open_rate_pct,click_to_open_rate,conversions,revenue_gbp,esp_platform,list_segment 
01-02-2024,EM2949,Win_Back_90Day,NEWSLETTER,NULL,13298,13297,1,3481,994,40,26.18,28.56,102,7618.34,klaviyo,New Subscribers
2024-05-25,EM5021,Monthly_Newsletter_Jan,,,2768,2690,78,1148,3,30,,0.26,0,0.0,mailchimp,All Subscribers
20/09/2024,EM9598,Win_Back_90Day,win_back,Exclusive access just for you,24363,22242,2121,8972,532,423,40.34,5.93,86,5519.17,Dotdigital,Lapsed_90d
2024/10/08,EM3038,Welcome_Series_2,,NULL,16400,15372,1028,2923,727,23,19.02,24.87,9,494.53,KLAVIYO,Cart Abandoners
03-30-2024,EM5523,abandoned_cart_1,,We miss you - here is 15% off,6882,6366,516,1996,,64,31.35,15.13,21,1475.44,mailchimp,VIP
2024-01-26,EM7214,Monthly_Newsletter_Jan,,48hrs only: 20% off everything,,14194,1162,1341,434,90,9.45,32.36,64,3244.76,mailchimp,New Subscribers
15-May-2024,EM3140,Flash_Sale_48hr,,Your skin will thank you,2449,2340,,232,18,45,9.91,,2,172.64,,lapsed_90d
2024-04-14,EM6027,Abandoned_Cart_2,Promotional,Glow up this summer,4865,4421,444,106,8,22,2.4,7.55,0,0.0,KLAVIYO,All Subscribers
2024/01/18,EM8910,Monthly_Newsletter_Jan,win_back,New in: Vitamin C Serum,658,637,21,253,25,,39.72,9.88,2,146.87,Dotdigital,New Subscribers
2024/12/25,EM7578,Welcome_Series_2,transactional,Exclusive access just for you,8333,8251,82,,473,21,34.65,16.54,37,2294.48,Mailchimp,Lapsed_90d
14-Jan-2024,EM8960,,newsletter,,4430,4222,208,1356,454,0,32.12,,23,945.75,mailchimp,New Subscribers
27-Nov-2024,EM2156,Abandoned_Cart_1,promotional,Exclusive access just for you,11359,10085,1274,1413,222,84,14.01,15.71,16,1346.71,klaviyo,
2024-01-02,EM6288,Abandoned_Cart_2,Promotional,You left something behind...,13554,12347,1207,1114,349,105,,31.33,55,1397.1,,
01-08-2024,EM6291,VIP_Early_Access,newsletter,New in: Vitamin C Serum,15261,13450,1811,3515,212,92,26.13,6.03,22,1728.29,Mailchimp,New Subscribers
11/07/2024,EM8024,Welcome_Series_2,promotional,Your skin will thank you,10340,10175,165,2168,118,147,21.31,5.44,10,809.94,mailchimp,
2024-09-28,EM5864,Abandoned_Cart_1,NEWSLETTER,48hrs only: 20% off everything,10148,9904,244,2412,42,69,24.35,1.74,3,,mailchimp,
14/10/2024,EM6792,Win_Back_90Day,Promotional,You left something behind...,19305,,618,5519,-1604,165,29.53,29.06,49,1483.67,KLAVIYO,VIP
2024/12/28,EM3631,VIP_Early_Access,newsletter,New in: Vitamin C Serum,5149,4914,235,1479,223,88,30.1,15.08,1,82.29,KLAVIYO,Cart Abandoners
2024/08/11,EM7892,Monthly_Newsletter_Mar,newsletter,,11189,11045,144,928,,72,8.4,22.09 ,26,1863.14,klaviyo,New Subscribers
2024/04/15,EM1699,Abandoned_Cart_1,NEWSLETTER,,667,595,72,15,1,3,,6.67,1,39.16,klaviyo,
16-Mar-2024,EM5527,Win_Back_90Day,Promotional,,20189,18184,2005,8135,1903,291,44.74,23.39,13,973.91,klaviyo,lapsed_90d
12-11-2024,EM7823,Win_Back_90Day,promotional,Glow up this summer,13455,13075,380,4392,1271,-239,33.59,28.94,151,11117.24,Klaviyo,lapsed_90d
04-16-2024,EM2506,,NEWSLETTER,48hrs only: 20% off everything,12283,11859,424,5326,,13,44.91,2.91,5,375.92,Dotdigital,VIP
08/02/2024,EM4973,abandoned_cart_1,,Your skin will thank you,12639,12152,,2657,414,163,21.86,15.58,14,523.67,klaviyo,
2024-04-14,EM4738,Monthly_Newsletter_Mar,transactional,You left something behind...,17723,17324,,1883,431,179,10.87,22.89,63,1178.46,Klaviyo,VIP
2024-03-01,EM2065,Monthly_Newsletter_Mar,Promotional,NULL,11610,10843,767,4104,1124,16,37.85,,67,5848.66,KLAVIYO,VIP
09-28-2024,EM1798,Abandoned_Cart_2,transactional,New in: Vitamin C Serum,6051,5557,494,2483,130,6,44.68,5.24,2,68.49,Mailchimp,Lapsed_90d
05-28-2024,EM2070,abandoned_cart_1,,Glow up this summer,6645,6499,146,1217,307,31,18.73,25.23,-18,540.6,klaviyo,Cart Abandoners
2024-10-29,EM8164,Flash_Sale_48hr,NEWSLETTER,Your skin will thank you,23954,,2595,1224,398,312,5.73,,42,,klaviyo,Lapsed_90d
06-27-2024,EM2620,Monthly_Newsletter_Mar,,We miss you - here is 15% off,7216,6395,821,892,92,10,13.95,10.31,14,492.81,Mailchimp,New Subscribers
21/03/2024,EM3728,Monthly_Newsletter_Feb,,Glow up this summer,9501,,233,49,9,48,0.53,18.37,1,87.44,mailchimp,New Subscribers
01-05-2024,EM9741,Monthly_Newsletter_Jan,promotional,,11414,11318,96,1073,366,54,9.48$,34.11,53,2279.42,,Lapsed_90d
17/09/2024,EM2403,VIP_Early_Access,,,3722,-3628,94,1106,341,44,30.49,30.83,40,2390.38,,lapsed_90d
11-Jun-2024,EM7550,Abandoned_Cart_1,,New in: Vitamin C Serum,10313,10291,,1626,124,52,15.8,7.63,14,746.34,klaviyo,Lapsed_90d
2024/09/13,,Abandoned_Cart_1,NEWSLETTER,You left something behind...,5377,4794,583,1178,137,60,24.57,11.63,17,1005.2,Dotdigital,Lapsed_90d
11-30-2024,EM8880,,Promotional,Your skin will thank you,21283,19032,,1697,349,283,8.92,20.57,51,2624.18,klaviyo,
2024/08/19,EM3803,,NEWSLETTER,NULL,9573,9239,334,1881,528,158,20.36,28.07,82,1619.1,Klaviyo,Cart Abandoners
06-11-2024,EM5391,Monthly_Newsletter_Mar,promotional,We miss you - here is 15% off,5442,5142,300,602,,49,11.71,6.15,1,64.55,klaviyo,VIP
2024-05-05,EM4267,Monthly_Newsletter_Mar,,,13601,13436,165,4997,1015,173,37.19,20.31,97,2437.81,klaviyo,New Subscribers
2024/02/10,EM3466,VIP_Early_Access,promotional,NULL,,14056,,2387,323,164,16.98,13.53,34,,Dotdigital,Lapsed_90d
01-Oct-2024,EM6834,,newsletter,NULL,7435,6698,,2131,724,92,31.82,33.97,22,1942.35,Dotdigital,
2024/05/26,EM8612,,win_back,NULL,9895,9518,377,3759,770,29,39.49,20.48,22,584.99,Dotdigital,lapsed_90d
02-Jul-2024,EM1953,Flash_Sale_48hr,NEWSLETTER,We miss you - here is 15% off,20421,20295,126,7670,2168,323,37.79,28.27,170,11958.9,KLAVIYO,Lapsed_90d
2024-03-01,EM1827,Flash_Sale_48hr,Promotional,We miss you - here is 15% off,17199,16281,918,3179,1096,84,19.53,34.48,119,8474.22,Mailchimp,
18-Jun-2024,EM3809,Flash_Sale_48hr,newsletter,48hrs only: 20% off everything,12565,12373,192,5492,1770,103,44.39,32.23,127,8300.95,,New Subscribers
2024-11-06,EM7126,Welcome_Series_1,promotional,We miss you - here is 15% off,12678,11521,1157,674,50,69,5.85,7.42,5,111.66,KLAVIYO,VIP
2024/10/24,EM9680,Monthly_Newsletter_Mar,,48hrs only: 20% off everything,2061,1816,245,248,7,2,13.66 ,2.82,0,0.0,Mailchimp,Lapsed_90d
2024/09/26,EM1692,Welcome_Series_1,NEWSLETTER,Exclusive access just for you,2747,2471,276,53,1,27,2.14,1.89,0,0.0,Dotdigital,
2024-03-29,EM1658,Monthly_Newsletter_Feb,,Your skin will thank you,17094,15802,1292,3348,927,151,21.19 ,27.69,68,4751.54,,
,EM5329,Welcome_Series_2,transactional,You left something behind...,2714,2520,194,961,202,1,38.13,21.02,24,1827.61,,Lapsed_90d
21/11/2024,EM1496,Monthly_Newsletter_Feb,,NULL,20952,19022,1930,6989,1406,133,36.74,20.12,245,19683.05,,New Subscribers
01/07/2024,EM3083,,win_back,,20366,19580,786,4400,821,196,22.47,18.66,10,645.28,klaviyo,VIP
11-Aug-2024,EM4530,,,Glow up this summer,11656,11433,223,1673,335,60,14.63,20.02,56,2898.39,Mailchimp,All Subscribers
2024-08-12,EM8556,Monthly_Newsletter_Mar,Promotional,Glow up this summer,18187,16433,1754,6799,762,5,41.37,11.21,89,4801.06,mailchimp,Lapsed_90d
2024-07-27,EM1093,Monthly_Newsletter_Jan,,We miss you - here is 15% off,19363,17507,1856,6753,1175,146,38.57,,152,13404.21,Klaviyo,
06-07-2024,EM1964,Monthly_Newsletter_Feb,,48hrs only: 20% off everything,6563,5997,566,2104,575,64,35.08,27.33,57,1109.74,,VIP
22/05/2024,EM9514,Monthly_Newsletter_Jan,NEWSLETTER,48hrs only: 20% off everything,12537,11324,1213,4922,146,119,43.47,2.97,12,887.97,klaviyo,Cart Abandoners
12-07-2024,EM6358,Welcome_Series_1,Promotional,We miss you - here is 15% off,21211,21194,17,5461,1547,208,25.77,28.33,45,3322.89,klaviyo,All Subscribers
07-Dec-2024,EM1239,,Promotional,We miss you - here is 15% off,1918,1850,68,94,7,22,5.08,7.45,1,54.95,mailchimp,New Subscribers
2024-11-12,EM6948,,,,23517,23509,8,5635,210,378,23.97,3.73%,25,1512.43,mailchimp,Cart Abandoners
12-06-2024,EM2479,Welcome_Series_2,Promotional,New in: Vitamin C Serum,13186,11634,1552,2219,-759,211,19.07,34.2,14,1249.87$,,Lapsed_90d
2024-06-26,EM7870,Monthly_Newsletter_Jan,promotional,48hrs only: 20% off everything,23444,23123,321,3035,498,,13.13,,56,2561.37,,All Subscribers
25/04/2024,EM8440,Monthly_Newsletter_Jan,win_back,You left something behind...,16308,14595,1713,187,25,67,1.28,13.37,4,130.74,mailchimp,All Subscribers
2024/08/30,EM2718,VIP_Early_Access,newsletter,,9143,8246,897,,986,112,44.72 ,26.74,62,5281.32,Dotdigital,Cart Abandoners
28/11/2024,EM9788,Win_Back_90Day,NEWSLETTER,Glow up this summer,15149,13926,-1223,2820,863,108,,30.6,65,2396.5,mailchimp,
17-Jul-2024,EM6056,Abandoned_Cart_2,win_back,Exclusive access just for you,15971,15685,286,5348,-63,183,34.1,1.18,2,155.21,Dotdigital,All Subscribers
06-Jan-2024,EM5157,,newsletter,New in: Vitamin C Serum,8928,8078,850,2409,512,102,29.82,21.25,93,3161.45,Klaviyo,Lapsed_90d
01-09-2024,EM2254,,,Glow up this summer,11735,11209,526,1648,204,2,14.7,12.38,34,2724.95,Klaviyo,All Subscribers
26-Jan-2024,EM5088,VIP_Early_Access,promotional,Exclusive access just for you,19871,19441,430,1013,9,349,5.21,0.89,1,71.91,,Lapsed_90d
2024-03-09,EM3979,,win_back,48hrs only: 20% off everything,668,665,3,64,11,1,9.62,17.19,2,39.23,Dotdigital,All Subscribers
2024-12-27,EM4086,abandoned_cart_1,newsletter,NULL,7478,7291,187,2751,858,41,37.73,31.19,149,9316.49,Mailchimp,VIP
27-Sep-2024,EM5109,Abandoned_Cart_1,promotional,Exclusive access just for you,24053,22693,1360,8239,,118,36.31,31.81,375,20987.56,Klaviyo,VIP
2024-02-04,EM4261,Abandoned_Cart_2,promotional,You left something behind...,24700,,2947,9538,2602,,43.85,27.28,,8541.49%,Mailchimp,Lapsed_90d
31/08/2024,EM3479,abandoned_cart_1,transactional,We miss you - here is 15% off,9444,9349,95,1048,86,62,11.21,8.21,13,870.0,klaviyo,New Subscribers
2024-10-08,EM7849,Abandoned_Cart_1 ,Promotional,New in: Vitamin C Serum,671,661,10,179,60,6,27.08,33.52,4,283.9,Dotdigital,VIP
05-Oct-2024,EM2470,Welcome_Series_2,NEWSLETTER,Your skin will thank you,14770,,1704,2773,734,185,21.22,26.47,126,6247.5,,Lapsed_90d
2024-12-27,EM8701,Abandoned_Cart_2,,,14544,13307,1237,4884,258,88,36.7,5.28,11,705.37,,lapsed_90d
2024-06-07,EM4533,Welcome_Series_2,Promotional,,6304,5946,358,1379,330,32,23.19,23.93,23,532.15,mailchimp,Cart Abandoners
2024/11/21,EM3704,Win_Back_90Day,promotional,New in: Vitamin C Serum,13817,13789,,1361,413,138,9.87,30.35,7,575.25,,lapsed_90d
25/12/2024,EM1458,Welcome_Series_1,NEWSLETTER,We miss you - here is 15% off,22412,21239,1173,2092,119,55,9.85,5.69,17,440.03,mailchimp,lapsed_90d
2024-03-12,EM9198,,win_back,NULL,10945,10897,48,2421,216,70,22.22,8.92,21,1665.2,mailchimp,New Subscribers
13-Jul-2024,EM4461,abandoned_cart_1,promotional,,8989,8395,594,1105,,,13.16,,0,0.0,mailchimp,All Subscribers
22-Mar-2024,EM9253,abandoned_cart_1,NEWSLETTER,,14830,13394,1436,4360,694,123,32.55,15.92,83,1585.73,KLAVIYO,VIP
28/09/2024,EM3907,,NEWSLETTER,,9626,9538,88,471,131,8,4.94,27.81,1,18.69,klaviyo,
2024/06/28,EM7580,Flash_Sale_48hr,,You left something behind...,-21896,20680,,7576,1747,37,36.63,23.06,294,13490.32,,lapsed_90d
02/05/2024,EM6281,,,Your skin will thank you,1320,1236,84,191,33,4,15.45,17.28,2,73.86,Dotdigital,VIP
2024/08/11,EM6720,VIP_Early_Access,newsletter,New in: Vitamin C Serum,,10017,1207,2883,398,,,13.81,18,837.19,,lapsed_90d
04-Apr-2024,EM6507,Welcome_Series_2,,New in: Vitamin C Serum,8849,8246,603,1892,242,92,22.94,12.79,45,2387.6,,lapsed_90d
08/07/2024,EM7963,Monthly_Newsletter_Jan,NEWSLETTER,New in: Vitamin C Serum,1470,1423,47,226,47,18,15.88,20.8,9,677.03,klaviyo,VIP
2024-12-23,EM8449,,win_back,Your skin will thank you,23932,22709,,4921,525,,21.67,10.67,37,1002.13,mailchimp,VIP
01/04/2024,EM5074,Win_Back_90Day,,New in: Vitamin C Serum,8432,8310,122,1558,401,160,18.75,25.74,7,501.95,mailchimp,Cart Abandoners
09-27-2024,EM7119,Monthly_Newsletter_Feb,,We miss you - here is 15% off,11011,9934,1077,3118,985,20,31.39,31.59,48,1929.14,,
26/11/2024,EM7497,Monthly_Newsletter_Jan,win_back,You left something behind...,15901,14685,1216,3646,115,268,24.83,3.15,3,167.7,Dotdigital,Cart Abandoners
2024/11/18,EM3656,Monthly_Newsletter_Jan,Promotional,You left something behind...,22190,20516,1674,8347,1824,309,,21.85,220,14779.79,klaviyo,Lapsed_90d
10-13-2024,EM2870,Welcome_Series_1,,Glow up this summer,22708,20396,2312,8214,1738,13,40.27,21.16,99,4739.52,mailchimp,All Subscribers
25/01/2024,EM1750,Welcome_Series_2,newsletter,48hrs only: 20% off everything,14346,13995,351,2087,217,103,14.91,10.4,27,1315.74,mailchimp,All Subscribers
2024/03/02,EM4747,Monthly_Newsletter_Jan,Promotional,We miss you - here is 15% off,1396,1377,19,147,3,18,10.68,2.04,1,39.12,Mailchimp,Lapsed_90d
2024/02/22,EM6380,Monthly_Newsletter_Feb,Promotional,New in: Vitamin C Serum,1469,1346,123,169,24,5,12.56,,3,67.81,Klaviyo,Lapsed_90d
09-Aug-2024,EM5836,VIP_Early_Access,Promotional,We miss you - here is 15% off,,7564,581,1910,503,48,25.25 ,,48,2332.24,,Lapsed_90d
24-Mar-2024,EM9126,Welcome_Series_2,win_back,Glow up this summer,20330,19909,421,209,68,343,1.05,32.54,12,699.39,Klaviyo,
2024/09/26,EM5237,Abandoned_Cart_1 ,NEWSLETTER,Your skin will thank you,20625,20074,551,6142,244,106,30.6,3.97,23,,klaviyo,Lapsed_90d
2024/02/12,EM9661,Abandoned_Cart_1 ,,48hrs only: 20% off everything,1584,1471,113,480,90,19,32.63,18.75,17,823.39,KLAVIYO,Lapsed_90d
01-03-2024,EM4482,Monthly_Newsletter_Mar,win_back,Glow up this summer,2774,2532,242,1110,344,28,43.84,30.99,22,636.54,klaviyo,New Subscribers
20-May-2024,EM5483,Abandoned_Cart_2,NEWSLETTER,Your skin will thank you,10042,-9898,144,23,0,189,0.23,0.0,0,0.0,,Cart Abandoners
06/03/2024,EM7690,Welcome_Series_1,,NULL,,2638,208,532,135,16,20.17,25.38,4,285.96,,VIP
03/12/2024,EM6813,Welcome_Series_1,promotional,New in: Vitamin C Serum,15143,14934,209,1720,251,81,11.52,14.59,40,3558.42,Klaviyo,Lapsed_90d
26-Jun-2024,EM2653,,,You left something behind...,12980,12160,820,1086,190,16,8.93,17.5,3,223.18,klaviyo,
2024-04-18,EM1190,Abandoned_Cart_1 ,win_back,Glow up this summer,15435,14653,782,1247,143,136,8.51%,11.47,7,217.14,klaviyo,All Subscribers
2024-12-07,EM1215,Abandoned_Cart_1,,Your skin will thank you,8836,7803,1033,167,55,,,32.93,4,254.34,,
11-28-2024,EM2302,Abandoned_Cart_2,NEWSLETTER,48hrs only: 20% off everything,7797,7668,129,1130,297,145,14.74,26.28,7,558.48,KLAVIYO,lapsed_90d
03-11-2024,EM7393,Monthly_Newsletter_Mar,NEWSLETTER,48hrs only: 20% off everything,11378,10416,962,,711,94,23.92,28.53,89,7927.99,Dotdigital,
2024-05-24,EM1616,Welcome_Series_2,transactional,We miss you - here is 15% off,9281,9237,,3858,720,168,41.77,18.66,139,2933.73,Dotdigital,VIP
2024-10-09,EM8194,,promotional,Exclusive access just for you,9796,9274,522,616,12,67,6.64,1.95,2,52.05,KLAVIYO,VIP
2024-10-18,EM2070,,transactional,NULL,,8966,475,1040,313,94,11.6,30.1,39,2871.7,Klaviyo,Lapsed_90d
24-Apr-2024,EM4282,Monthly_Newsletter_Mar,Promotional,You left something behind...,2610,2395,215,517,55,33,21.59,10.64,2,71.25,KLAVIYO,Lapsed_90d
2024/11/20,EM4365,Welcome_Series_2,transactional,Exclusive access just for you,11441,10355,1086,3442,896,6,33.24,26.03,-77,2001.62,mailchimp,lapsed_90d
2024-03-20,EM1198,Welcome_Series_1,,Glow up this summer,11788,10558,1230,373,47,89,3.53,12.6,4,205.1,Klaviyo,New Subscribers
28/03/2024,EM1123,Monthly_Newsletter_Jan,Promotional,Exclusive access just for you,3603,3325,278,1458,92,50,43.85,6.31,,77.92,Mailchimp,New Subscribers
05-07-2024,EM3822,abandoned_cart_1,win_back,48hrs only: 20% off everything,5729,5592,137,2260,627,85,40.41,27.74,72,3707.76,Dotdigital,New Subscribers
09-08-2024,EM9035,,transactional,48hrs only: 20% off everything,7830,7231,599,1801,137,86,24.91,7.61,9,205.57,klaviyo,
06-Apr-2024,EM3829,Monthly_Newsletter_Mar,,48hrs only: 20% off everything,4338,4043,295,293,45,60,7.25,15.36,7,349.27,,
2024-04-12,EM4227,Monthly_Newsletter_Mar,NEWSLETTER,New in: Vitamin C Serum,15225,14968,257,440,119,295,2.94,27.05,6,308.58,Klaviyo,New Subscribers
09-29-2024,EM2745,Monthly_Newsletter_Feb,transactional,Your skin will thank you,5702,5105,597,490,38,78,9.6,7.76,0,0.0,Mailchimp,All Subscribers
22-Jan-2024,EM5408,Welcome_Series_1,transactional,New in: Vitamin C Serum,15499,14554,945,992,159,144,6.82,16.03,24,1976.78,klaviyo,Lapsed_90d
2024/07/05,EM2915,Abandoned_Cart_1,transactional,,5211,5177,34,849,293,76,16.4,34.51,2,84.85,,VIP
03-Dec-2024,EM2896,Monthly_Newsletter_Feb,newsletter,Glow up this summer,8277,8244,33,1738,12,1,21.08,0.69,1,80.57,KLAVIYO,Cart Abandoners
2024-01-02,EM6945,Abandoned_Cart_2,,48hrs only: 20% off everything,23321,20967,2354,1845,340,372,8.8,18.43,64,5710.57,Klaviyo,lapsed_90d
01-Jan-2024,EM9191,Monthly_Newsletter_Feb,Promotional,Glow up this summer,23524,20902,2622,975,212,409,4.66,21.74,7,602.0,KLAVIYO,All Subscribers
07-May-2024,EM2999,Win_Back_90Day,newsletter,Your skin will thank you,20202,18048,2154,4152,941,355,,22.66,103,8935.35,Mailchimp,Cart Abandoners
2024-03-09,EM6090,Flash_Sale_48hr,newsletter,New in: Vitamin C Serum,11135,10890,245,3172,649,,,20.46,15,769.75,Klaviyo,Lapsed_90d
2024/09/25,EM1109,Welcome_Series_2,Promotional,,13884,13671,213,853,175,19,6.24,20.52,19,,KLAVIYO,lapsed_90d
2024-11-27,EM2798,Abandoned_Cart_2,newsletter,You left something behind...,-21994,19621,2373,3604,858,-90,18.37,23.81,-136,6372.44,KLAVIYO,VIP
2024-05-12,EM1590,Abandoned_Cart_1 ,Promotional,New in: Vitamin C Serum,23357,22754,603,8492,1046,424,37.32,12.32,60,2320.35,,lapsed_90d
15/11/2024,EM8768,Abandoned_Cart_1 ,NEWSLETTER,NULL,1513,,136,202,6,9,14.67,2.97,1,68.2,Dotdigital,Lapsed_90d
09-19-2024,EM6485,Abandoned_Cart_2,Promotional,New in: Vitamin C Serum,17729,16431,1298,7133,1188,246,43.41,16.65,179,5399.93,Mailchimp,
09-Jun-2024,EM5774,Abandoned_Cart_2,,Exclusive access just for you,,16448,,2754,279,136,16.74,10.13,33,1867.0,klaviyo,All Subscribers
04-11-2024,EM7084,Welcome_Series_1,,NULL,15652,14869,783,2766,880,205,18.6,31.81,150,2826.73,Klaviyo,New Subscribers
23-May-2024,EM7439,Welcome_Series_1,NEWSLETTER,48hrs only: 20% off everything,16005,15219,786,4021,691,6,26.42,,38,941.49,KLAVIYO,lapsed_90d
05-01-2024,EM6030,Monthly_Newsletter_Mar,promotional,NULL,24230,22969,1261,6211,644,,27.04,10.37,78,4103.82,,VIP
13-Oct-2024,,Monthly_Newsletter_Feb,,You left something behind...,23975,23416,559,6077,1604,356,25.95,26.39,166,8920.2 ,KLAVIYO,All Subscribers
01/02/2024,EM6937,,promotional,You left something behind...,8372,8178,194,1298,149,111,15.87,11.48,4,357.0,Klaviyo,Cart Abandoners
2024/04/30,EM1194,Win_Back_90Day,promotional,We miss you - here is 15% off,6439,5773,666,1274,105,55,22.07,8.24,5,362.48,KLAVIYO,VIP
12-25-2024,EM2617,,NEWSLETTER,Glow up this summer,20513,19157,1356,10,3,69,0.05,30.0,0,,Klaviyo,New Subscribers
08-10-2024,EM2528,,,48hrs only: 20% off everything,6920,,146,1336,36,135,19.72,2.69,1,34.63,,Lapsed_90d
2024/01/31,EM7873,Monthly_Newsletter_Mar,,New in: Vitamin C Serum,24266,21403,2863,3248,579,0,15.18,17.83,9,443.47,KLAVIYO,All Subscribers
10/09/2024,EM8255,VIP_Early_Access,promotional,Exclusive access just for you,21737,21234,-503,3661,821,64,17.24,22.43,85,4689.81,Dotdigital,
04/10/2024,EM5186,Win_Back_90Day,transactional,Exclusive access just for you,1602,1418,184,367,26,23,25.88,7.08,1,88.98,klaviyo,Lapsed_90d
28/01/2024,,Win_Back_90Day,win_back,Your skin will thank you,8296,7852,444,2401,184,33,30.58,7.66,31,1153.88,Mailchimp,lapsed_90d
07/07/2024,EM7100,Monthly_Newsletter_Mar,NEWSLETTER,Glow up this summer,12035,10870,1165,2922,606,140,26.88,20.74,34,1752.3,klaviyo,
2024-11-16,EM2140,Monthly_Newsletter_Jan,,Glow up this summer,514,463,51,132,26,7,28.51,19.7,0,0.0,Klaviyo,VIP
16-Aug-2024,EM3192,Monthly_Newsletter_Feb,win_back,,2354,2299,55,692,116,33,30.1,16.76,11,709.17,KLAVIYO,Cart Abandoners
03/10/2024,EM4665,,promotional,Glow up this summer,2596,2583,13,,182,6,31.51,22.36,1,26.12$,Klaviyo,Lapsed_90d
,EM8464,Welcome_Series_1,newsletter,Exclusive access just for you,12098,10855,1243,1733,175,20,15.96,10.1,34,1378.21,mailchimp,All Subscribers
2024-10-03,EM7279,Abandoned_Cart_1 ,newsletter,NULL,796,754,42,162,34,15,21.49,,5,178.09,mailchimp,Cart Abandoners
2024/03/04,EM4869,Abandoned_Cart_1 ,NEWSLETTER,,593,531,62,116,15,5,21.85,12.93,1,71.68,klaviyo,New Subscribers
24/05/2024,EM6795,Monthly_Newsletter_Jan,newsletter,NULL,1549,1372,177,511,172,5,37.24,33.66,18,1143.85,KLAVIYO,Cart Abandoners
25/12/2024,EM9124,Abandoned_Cart_2,Promotional,Glow up this summer,15410,13832,1578,3264,294,232,23.6,9.01,5,293.07,mailchimp,lapsed_90d
2024/04/27,EM3055,Welcome_Series_2,newsletter,48hrs only: 20% off everything,20940,20897,43,179,26,211,,,3,237.06,Mailchimp,Lapsed_90d
28-Jan-2024,EM1589,Monthly_Newsletter_Jan,NEWSLETTER,You left something behind...,1341,1204,137,380,14,13,31.56,3.68,0,0.0,Mailchimp,Lapsed_90d
07-10-2024,,,,Your skin will thank you,21082,20406,676,6073,2041,291,29.76$,33.61,82,,,New Subscribers
15-Jul-2024,EM9750,Abandoned_Cart_1,promotional,We miss you - here is 15% off,1930,1860,,404,111,18,21.72 ,27.48,0,0.0,,Lapsed_90d
09-Oct-2024,EM8173,Abandoned_Cart_2,promotional,NULL,,6397,556,699,242,65,10.93,34.62,3,214.65,klaviyo,
2024/11/18,EM3546,Abandoned_Cart_1,newsletter,Your skin will thank you,13586,12590,996,5012,1035,0,39.81,20.65,191,10961.52,klaviyo,All Subscribers
2024/08/10,EM7848,,transactional,Your skin will thank you,8180,8115,65,213,22,147,2.62,10.33,3,263.17,mailchimp,Lapsed_90d
27/05/2024,EM8672,Win_Back_90Day,Promotional,We miss you - here is 15% off,20491,18032,,5349,910,95,29.66,17.01,182,10613.95,,Cart Abandoners
2024/01/10,EM9808,Abandoned_Cart_1,NEWSLETTER,NULL,14132,12790,1342,3868,,157,30.24,4.91,29,580.61,,
2024-09-02,EM4800,Flash_Sale_48hr,transactional,NULL,11273,10026,1247,2536,646,72,25.29,25.47,,1129.45,Klaviyo,Cart Abandoners
03/12/2024,EM1452,Welcome_Series_1,transactional,We miss you - here is 15% off,1852,1685,167,402,,,23.86,15.17,8,656.71,mailchimp,New Subscribers
01-Jan-2024,EM5774,Win_Back_90Day,win_back,,18831,18223,608,3966,813,128,21.76,20.5,47,3197.78,Dotdigital,lapsed_90d
2024/10/03,EM6044,Monthly_Newsletter_Mar,NEWSLETTER,,17547,16467,1080,5594,734,296,33.97,13.12,,3254.23,,Lapsed_90d
2024-01-19,EM3438,Abandoned_Cart_2,win_back,New in: Vitamin C Serum,24068,22679,1389,5164,33,90,22.77,0.64,1,53.12,klaviyo,All Subscribers
25-Sep-2024,EM2833,Flash_Sale_48hr,NEWSLETTER,48hrs only: 20% off everything,3299,3192,107,1275,271,30,39.94,21.25,44,849.53,Mailchimp,New Subscribers
2024/04/25,EM6806,Abandoned_Cart_1,win_back,Glow up this summer,4371,4139,232,1728,521,56,,30.15,58,3125.18,klaviyo,VIP
2024/06/11,EM4820,Monthly_Newsletter_Mar,newsletter,48hrs only: 20% off everything,12200,11802,398,5051,1675,145,42.8,33.16,242,9549.34,Dotdigital,
2024/09/08,EM6705,Abandoned_Cart_2,promotional,48hrs only: 20% off everything,15551,14039,1512,285,83,7,2.03,29.12,14,311.88,mailchimp,New Subscribers
29-Sep-2024,EM3859,Abandoned_Cart_1,win_back,,,2490,111,639,41,36,25.66,6.42,8,479.84,,lapsed_90d
13-Nov-2024,EM2234,Monthly_Newsletter_Feb,Promotional,NULL,16350,,831,5836,1005,246,37.61,17.22,134,11491.42,,Cart Abandoners
15/07/2024,EM4946,Win_Back_90Day,NEWSLETTER,,5240,5114,126,158,,,3.09,32.91,1,65.32,KLAVIYO,All Subscribers
2024/11/03,EM1291,,Promotional,Your skin will thank you,,9088,426,1963,621,41,21.6,31.64,14,706.97,Klaviyo,lapsed_90d
26-Jul-2024,EM9853,Abandoned_Cart_1 ,Promotional,We miss you - here is 15% off,6447,6387,60,2248,270,57,35.2,12.01,47,3665.81,Mailchimp,VIP
2024/04/06,EM4323,Flash_Sale_48hr,transactional,You left something behind...,17998,17179,819,4108,1254,176,23.91,30.53,178,13151.84,KLAVIYO,All Subscribers
2024-10-17,EM1435,,win_back,Exclusive access just for you,6276,5605,671,2055,,61,36.66,28.13,74,,Mailchimp,VIP
